2025-11-28 13:21:39,191 - train_greyscale_MoE.py - ckpt_root: output_shift/echonet_dynamic_uncond_2MoE_greyscale_uvit_mid_4by4_Y_bound/ckpts
dataset:
  SNR_scale: 4.0
2025-11-28 16:12:35,343 - train_greyscale_MoE.py - {'step': '3300', 'lr': '0.000132', 'total_loss': '0.0357088', 'main_loss': '0.0317718', 'aux_loss': '3.93706', 'time_per_step': '2.85833'}
2025-11-28 16:17:45,723 - train_greyscale_MoE.py - {'step': '3400', 'lr': '0.000136', 'total_loss': '0.0324584', 'main_loss': '0.0285009', 'aux_loss': '3.9575', 'time_per_step': '2.86025'}
2025-11-28 16:22:56,815 - train_greyscale_MoE.py - {'step': '3500', 'lr': '0.00014', 'total_loss': '0.0266162', 'main_loss': '0.0226305', 'aux_loss': '3.9857', 'time_per_step': '2.86751'}
2025-11-28 16:27:58,882 - train_greyscale_MoE.py - {'step': '3600', 'lr': '0.000144', 'total_loss': '0.0338499', 'main_loss': '0.0298817', 'aux_loss': '3.96822', 'time_per_step': '2.86807'}
2025-11-28 16:33:05,839 - train_greyscale_MoE.py - {'step': '3700', 'lr': '0.000148', 'total_loss': '0.031151', 'main_loss': '0.027181', 'aux_loss': '3.96999', 'time_per_step': '2.86641'}
2025-11-28 16:38:17,592 - train_greyscale_MoE.py - {'step': '3800', 'lr': '0.000152', 'total_loss': '0.0300815', 'main_loss': '0.0261149', 'aux_loss': '3.9666', 'time_per_step': '2.87313'}
2025-11-28 16:43:28,219 - train_greyscale_MoE.py - {'step': '3900', 'lr': '0.000156', 'total_loss': '0.0327452', 'main_loss': '0.0287647', 'aux_loss': '3.9805', 'time_per_step': '2.87681'}
2025-11-28 16:48:40,626 - train_greyscale_MoE.py - {'step': '4000', 'lr': '0.00016', 'total_loss': '0.028465', 'main_loss': '0.0244788', 'aux_loss': '3.98623', 'time_per_step': '2.87087'}
2025-11-28 16:53:52,647 - train_greyscale_MoE.py - {'step': '4100', 'lr': '0.000164', 'total_loss': '0.0270402', 'main_loss': '0.0230346', 'aux_loss': '4.00567', 'time_per_step': '2.85855'}
2025-11-28 16:59:04,903 - train_greyscale_MoE.py - {'step': '4200', 'lr': '0.000168', 'total_loss': '0.0277124', 'main_loss': '0.0237232', 'aux_loss': '3.98916', 'time_per_step': '2.8858'}
2025-11-28 17:04:07,187 - train_greyscale_MoE.py - {'step': '4300', 'lr': '0.000172', 'total_loss': '0.0301429', 'main_loss': '0.0261543', 'aux_loss': '3.98863', 'time_per_step': '2.87522'}
2025-11-28 17:09:12,754 - train_greyscale_MoE.py - {'step': '4400', 'lr': '0.000176', 'total_loss': '0.0323205', 'main_loss': '0.0283358', 'aux_loss': '3.98467', 'time_per_step': '2.85636'}
2025-11-28 17:14:21,587 - train_greyscale_MoE.py - {'step': '4500', 'lr': '0.00018', 'total_loss': '0.02725', 'main_loss': '0.0232331', 'aux_loss': '4.01686', 'time_per_step': '2.85647'}
2025-11-28 17:19:32,536 - train_greyscale_MoE.py - {'step': '4600', 'lr': '0.000184', 'total_loss': '0.0278', 'main_loss': '0.0238081', 'aux_loss': '3.99187', 'time_per_step': '2.93903'}
2025-11-28 17:24:44,425 - train_greyscale_MoE.py - {'step': '4700', 'lr': '0.000188', 'total_loss': '0.0260434', 'main_loss': '0.0220494', 'aux_loss': '3.994', 'time_per_step': '2.85616'}
2025-11-28 17:29:56,640 - train_greyscale_MoE.py - {'step': '4800', 'lr': '0.000192', 'total_loss': '0.0260536', 'main_loss': '0.0220545', 'aux_loss': '3.99914', 'time_per_step': '2.86182'}
2025-11-28 17:35:08,823 - train_greyscale_MoE.py - {'step': '4900', 'lr': '0.000196', 'total_loss': '0.0293162', 'main_loss': '0.0253051', 'aux_loss': '4.01108', 'time_per_step': '2.87461'}
2025-11-28 17:40:11,119 - train_greyscale_MoE.py - {'step': '5000', 'lr': '0.0002', 'total_loss': '0.0296007', 'main_loss': '0.0256102', 'aux_loss': '3.99044', 'time_per_step': '2.98372'}
2025-11-28 17:45:17,366 - train_greyscale_MoE.py - {'step': '5100', 'lr': '0.0002', 'total_loss': '0.0316405', 'main_loss': '0.0276363', 'aux_loss': '4.0042', 'time_per_step': '2.89339'}
2025-11-28 17:50:27,367 - train_greyscale_MoE.py - {'step': '5200', 'lr': '0.0002', 'total_loss': '0.0271728', 'main_loss': '0.0231849', 'aux_loss': '3.98798', 'time_per_step': '2.84971'}
2025-11-28 17:55:37,614 - train_greyscale_MoE.py - {'step': '5300', 'lr': '0.0002', 'total_loss': '0.0258725', 'main_loss': '0.0218803', 'aux_loss': '3.9922', 'time_per_step': '2.85677'}
2025-11-28 18:00:48,035 - train_greyscale_MoE.py - {'step': '5400', 'lr': '0.0002', 'total_loss': '0.0265289', 'main_loss': '0.0225286', 'aux_loss': '4.00028', 'time_per_step': '2.84788'}
2025-11-28 18:05:59,802 - train_greyscale_MoE.py - {'step': '5500', 'lr': '0.0002', 'total_loss': '0.0329622', 'main_loss': '0.0289529', 'aux_loss': '4.00922', 'time_per_step': '2.86215'}
2025-11-28 18:11:12,676 - train_greyscale_MoE.py - {'step': '5600', 'lr': '0.0002', 'total_loss': '0.0284411', 'main_loss': '0.0244498', 'aux_loss': '3.99129', 'time_per_step': '2.86538'}
2025-11-28 18:16:14,358 - train_greyscale_MoE.py - {'step': '5700', 'lr': '0.0002', 'total_loss': '0.0294722', 'main_loss': '0.0254795', 'aux_loss': '3.99267', 'time_per_step': '2.85888'}
2025-11-28 18:21:20,616 - train_greyscale_MoE.py - {'step': '5800', 'lr': '0.0002', 'total_loss': '0.022654', 'main_loss': '0.0186475', 'aux_loss': '4.00651', 'time_per_step': '2.85587'}
2025-11-28 18:26:30,698 - train_greyscale_MoE.py - {'step': '5900', 'lr': '0.0002', 'total_loss': '0.0306558', 'main_loss': '0.0266557', 'aux_loss': '4.00011', 'time_per_step': '2.93823'}
2025-11-28 18:31:42,188 - train_greyscale_MoE.py - {'step': '6000', 'lr': '0.0002', 'total_loss': '0.0264604', 'main_loss': '0.022465', 'aux_loss': '3.99539', 'time_per_step': '2.8555'}
2025-11-28 18:36:54,674 - train_greyscale_MoE.py - {'step': '6100', 'lr': '0.0002', 'total_loss': '0.0308453', 'main_loss': '0.0268504', 'aux_loss': '3.99489', 'time_per_step': '2.86737'}
2025-11-28 18:42:06,651 - train_greyscale_MoE.py - {'step': '6200', 'lr': '0.0002', 'total_loss': '0.0264437', 'main_loss': '0.0224302', 'aux_loss': '4.01348', 'time_per_step': '2.89683'}
2025-11-28 18:47:17,814 - train_greyscale_MoE.py - {'step': '6300', 'lr': '0.0002', 'total_loss': '0.0232725', 'main_loss': '0.0192475', 'aux_loss': '4.02496', 'time_per_step': '2.87702'}
2025-11-28 18:52:19,581 - train_greyscale_MoE.py - {'step': '6400', 'lr': '0.0002', 'total_loss': '0.0295991', 'main_loss': '0.0255834', 'aux_loss': '4.01568', 'time_per_step': '3.02775'}
2025-11-28 18:57:25,739 - train_greyscale_MoE.py - {'step': '6500', 'lr': '0.0002', 'total_loss': '0.0278171', 'main_loss': '0.0238121', 'aux_loss': '4.00491', 'time_per_step': '2.87409'}
2025-11-28 19:02:35,128 - train_greyscale_MoE.py - {'step': '6600', 'lr': '0.0002', 'total_loss': '0.0239632', 'main_loss': '0.019959', 'aux_loss': '4.00424', 'time_per_step': '2.85024'}
2025-11-28 19:07:46,891 - train_greyscale_MoE.py - {'step': '6700', 'lr': '0.0002', 'total_loss': '0.0243569', 'main_loss': '0.0203317', 'aux_loss': '4.02513', 'time_per_step': '2.86465'}
2025-11-28 19:12:58,347 - train_greyscale_MoE.py - {'step': '6800', 'lr': '0.0002', 'total_loss': '0.0280533', 'main_loss': '0.0240506', 'aux_loss': '4.00272', 'time_per_step': '2.85733'}
2025-11-28 19:18:10,747 - train_greyscale_MoE.py - {'step': '6900', 'lr': '0.0002', 'total_loss': '0.0268029', 'main_loss': '0.0228026', 'aux_loss': '4.00028', 'time_per_step': '2.85714'}
2025-11-28 19:23:22,892 - train_greyscale_MoE.py - {'step': '7000', 'lr': '0.0002', 'total_loss': '0.0244563', 'main_loss': '0.0204496', 'aux_loss': '4.00667', 'time_per_step': '2.89904'}
2025-11-28 19:28:24,909 - train_greyscale_MoE.py - {'step': '7100', 'lr': '0.0002', 'total_loss': '0.0287731', 'main_loss': '0.0247612', 'aux_loss': '4.01194', 'time_per_step': '2.87602'}
2025-11-28 19:33:32,092 - train_greyscale_MoE.py - {'step': '7200', 'lr': '0.0002', 'total_loss': '0.0264496', 'main_loss': '0.0224516', 'aux_loss': '3.99796', 'time_per_step': '2.90861'}
2025-11-28 19:38:42,178 - train_greyscale_MoE.py - {'step': '7300', 'lr': '0.0002', 'total_loss': '0.0261808', 'main_loss': '0.0221596', 'aux_loss': '4.02113', 'time_per_step': '2.86196'}
2025-11-28 19:43:53,090 - train_greyscale_MoE.py - {'step': '7400', 'lr': '0.0002', 'total_loss': '0.027223', 'main_loss': '0.0232237', 'aux_loss': '3.99935', 'time_per_step': '2.85761'}
2025-11-28 19:49:04,717 - train_greyscale_MoE.py - {'step': '7500', 'lr': '0.0002', 'total_loss': '0.0236889', 'main_loss': '0.0196873', 'aux_loss': '4.00159', 'time_per_step': '2.91984'}
2025-11-28 19:54:15,497 - train_greyscale_MoE.py - {'step': '7600', 'lr': '0.0002', 'total_loss': '0.0205596', 'main_loss': '0.0165521', 'aux_loss': '4.00751', 'time_per_step': '2.88201'}
2025-11-28 19:59:28,690 - train_greyscale_MoE.py - {'step': '7700', 'lr': '0.0002', 'total_loss': '0.030988', 'main_loss': '0.0269778', 'aux_loss': '4.01023', 'time_per_step': '2.86704'}
2025-11-28 20:04:30,753 - train_greyscale_MoE.py - {'step': '7800', 'lr': '0.0002', 'total_loss': '0.0278826', 'main_loss': '0.023884', 'aux_loss': '3.99862', 'time_per_step': '2.92786'}
2025-11-28 20:09:38,237 - train_greyscale_MoE.py - {'step': '7900', 'lr': '0.0002', 'total_loss': '0.0297539', 'main_loss': '0.0257512', 'aux_loss': '4.00268', 'time_per_step': '2.87273'}
2025-11-28 20:14:50,115 - train_greyscale_MoE.py - {'step': '8000', 'lr': '0.0002', 'total_loss': '0.024762', 'main_loss': '0.020749', 'aux_loss': '4.01293', 'time_per_step': '2.85463'}
2025-11-28 20:20:03,000 - train_greyscale_MoE.py - {'step': '8100', 'lr': '0.0002', 'total_loss': '0.0251084', 'main_loss': '0.0211004', 'aux_loss': '4.00801', 'time_per_step': '2.84773'}
2025-11-28 20:25:15,516 - train_greyscale_MoE.py - {'step': '8200', 'lr': '0.0002', 'total_loss': '0.0281754', 'main_loss': '0.0241656', 'aux_loss': '4.00985', 'time_per_step': '2.86296'}
2025-11-28 20:30:29,370 - train_greyscale_MoE.py - {'step': '8300', 'lr': '0.0002', 'total_loss': '0.029721', 'main_loss': '0.0257161', 'aux_loss': '4.00493', 'time_per_step': '2.86888'}
2025-11-28 20:35:43,718 - train_greyscale_MoE.py - {'step': '8400', 'lr': '0.0002', 'total_loss': '0.0261408', 'main_loss': '0.0221324', 'aux_loss': '4.0084', 'time_per_step': '2.91384'}
2025-11-28 20:40:47,241 - train_greyscale_MoE.py - {'step': '8500', 'lr': '0.0002', 'total_loss': '0.0253285', 'main_loss': '0.0213151', 'aux_loss': '4.01343', 'time_per_step': '2.87843'}
2025-11-28 20:45:55,476 - train_greyscale_MoE.py - {'step': '8600', 'lr': '0.0002', 'total_loss': '0.0264724', 'main_loss': '0.0224648', 'aux_loss': '4.00756', 'time_per_step': '3.17183'}
2025-11-28 20:51:04,798 - train_greyscale_MoE.py - {'step': '8700', 'lr': '0.0002', 'total_loss': '0.0274408', 'main_loss': '0.0234313', 'aux_loss': '4.00955', 'time_per_step': '2.95947'}
2025-11-28 20:56:15,534 - train_greyscale_MoE.py - {'step': '8800', 'lr': '0.0002', 'total_loss': '0.0279659', 'main_loss': '0.02395', 'aux_loss': '4.01586', 'time_per_step': '2.97477'}
2025-11-28 21:01:26,837 - train_greyscale_MoE.py - {'step': '8900', 'lr': '0.0002', 'total_loss': '0.0274352', 'main_loss': '0.0234303', 'aux_loss': '4.00491', 'time_per_step': '2.85537'}
2025-11-28 21:06:40,216 - train_greyscale_MoE.py - {'step': '9000', 'lr': '0.0002', 'total_loss': '0.0229962', 'main_loss': '0.0189914', 'aux_loss': '4.00471', 'time_per_step': '2.86079'}
2025-11-28 21:11:53,724 - train_greyscale_MoE.py - {'step': '9100', 'lr': '0.0002', 'total_loss': '0.0228333', 'main_loss': '0.0188283', 'aux_loss': '4.00506', 'time_per_step': '2.97206'}
2025-11-28 21:16:57,555 - train_greyscale_MoE.py - {'step': '9200', 'lr': '0.0002', 'total_loss': '0.0251386', 'main_loss': '0.0211395', 'aux_loss': '3.99905', 'time_per_step': '3.66216'}
2025-11-28 21:22:03,855 - train_greyscale_MoE.py - {'step': '9300', 'lr': '0.0002', 'total_loss': '0.0247355', 'main_loss': '0.0207277', 'aux_loss': '4.00781', 'time_per_step': '2.86071'}
2025-11-28 21:27:12,495 - train_greyscale_MoE.py - {'step': '9400', 'lr': '0.0002', 'total_loss': '0.0251049', 'main_loss': '0.0210969', 'aux_loss': '4.00795', 'time_per_step': '2.85206'}
2025-11-28 21:32:22,606 - train_greyscale_MoE.py - {'step': '9500', 'lr': '0.0002', 'total_loss': '0.0240899', 'main_loss': '0.0200803', 'aux_loss': '4.00961', 'time_per_step': '2.85185'}
2025-11-28 21:37:34,470 - train_greyscale_MoE.py - {'step': '9600', 'lr': '0.0002', 'total_loss': '0.0254212', 'main_loss': '0.0214214', 'aux_loss': '3.99976', 'time_per_step': '2.87859'}
2025-11-28 21:42:46,455 - train_greyscale_MoE.py - {'step': '9700', 'lr': '0.0002', 'total_loss': '0.0284097', 'main_loss': '0.0243958', 'aux_loss': '4.01392', 'time_per_step': '2.934'}
2025-11-28 21:47:57,238 - train_greyscale_MoE.py - {'step': '9800', 'lr': '0.0002', 'total_loss': '0.0276074', 'main_loss': '0.0236163', 'aux_loss': '3.99114', 'time_per_step': '2.86529'}
2025-11-28 21:52:58,738 - train_greyscale_MoE.py - {'step': '9900', 'lr': '0.0002', 'total_loss': '0.0245927', 'main_loss': '0.0205992', 'aux_loss': '3.99351', 'time_per_step': '3.01886'}
2025-11-28 21:58:04,637 - train_greyscale_MoE.py - {'step': '10000', 'lr': '0.0002', 'total_loss': '0.0265701', 'main_loss': '0.0225583', 'aux_loss': '4.01181', 'time_per_step': '3.13113'}
2025-11-28 22:03:13,717 - train_greyscale_MoE.py - {'step': '10100', 'lr': '0.0002', 'total_loss': '0.024114', 'main_loss': '0.0201157', 'aux_loss': '3.99831', 'time_per_step': '3.13038'}
2025-11-28 22:08:23,320 - train_greyscale_MoE.py - {'step': '10200', 'lr': '0.0002', 'total_loss': '0.0244452', 'main_loss': '0.0204518', 'aux_loss': '3.99334', 'time_per_step': '2.99077'}
2025-11-28 22:13:35,602 - train_greyscale_MoE.py - {'step': '10300', 'lr': '0.0002', 'total_loss': '0.0276399', 'main_loss': '0.0236367', 'aux_loss': '4.00323', 'time_per_step': '2.8713'}
2025-11-28 22:18:47,710 - train_greyscale_MoE.py - {'step': '10400', 'lr': '0.0002', 'total_loss': '0.0257911', 'main_loss': '0.0218037', 'aux_loss': '3.98734', 'time_per_step': '2.95513'}
2025-11-28 22:23:59,203 - train_greyscale_MoE.py - {'step': '10500', 'lr': '0.0002', 'total_loss': '0.026642', 'main_loss': '0.0226472', 'aux_loss': '3.99484', 'time_per_step': '2.87014'}
2025-11-28 22:29:01,253 - train_greyscale_MoE.py - {'step': '10600', 'lr': '0.0002', 'total_loss': '0.0240928', 'main_loss': '0.0200907', 'aux_loss': '4.0021', 'time_per_step': '2.9244'}
2025-11-28 22:34:07,401 - train_greyscale_MoE.py - {'step': '10700', 'lr': '0.0002', 'total_loss': '0.0274579', 'main_loss': '0.0234553', 'aux_loss': '4.00254', 'time_per_step': '2.89204'}
2025-11-28 22:39:15,677 - train_greyscale_MoE.py - {'step': '10800', 'lr': '0.0002', 'total_loss': '0.024545', 'main_loss': '0.0205464', 'aux_loss': '3.99853', 'time_per_step': '2.86404'}
2025-11-28 22:44:26,029 - train_greyscale_MoE.py - {'step': '10900', 'lr': '0.0002', 'total_loss': '0.0217932', 'main_loss': '0.0177488', 'aux_loss': '4.04439', 'time_per_step': '2.85759'}
2025-11-28 22:49:38,109 - train_greyscale_MoE.py - {'step': '11000', 'lr': '0.0002', 'total_loss': '0.0252668', 'main_loss': '0.0212896', 'aux_loss': '3.97721', 'time_per_step': '2.86747'}
2025-11-28 22:54:49,881 - train_greyscale_MoE.py - {'step': '11100', 'lr': '0.0002', 'total_loss': '0.0243786', 'main_loss': '0.0203924', 'aux_loss': '3.98617', 'time_per_step': '2.85832'}
2025-11-28 23:00:00,370 - train_greyscale_MoE.py - {'step': '11200', 'lr': '0.0002', 'total_loss': '0.023399', 'main_loss': '0.019411', 'aux_loss': '3.98799', 'time_per_step': '2.90859'}
