2025-11-25 03:42:53,983 - train_greyscale_MoE.py - ckpt_root: output_shift/acdc_wholeheart_uncond_moe_greyscale_uvit_mid_4by4/ckpts
dataset:
  SNR_scale: 4.0
2025-11-25 05:49:29,625 - train_greyscale_MoE.py - {'step': '3300', 'lr': '0.000132', 'total_loss': '0.072918', 'main_loss': '0.0689118', 'aux_loss': '4.00618', 'time_per_step': '2.18137'}
2025-11-25 05:53:16,791 - train_greyscale_MoE.py - {'step': '3400', 'lr': '0.000136', 'total_loss': '0.0809266', 'main_loss': '0.0768911', 'aux_loss': '4.03547', 'time_per_step': '2.17575'}
2025-11-25 05:57:03,479 - train_greyscale_MoE.py - {'step': '3500', 'lr': '0.00014', 'total_loss': '0.0822633', 'main_loss': '0.0782707', 'aux_loss': '3.99256', 'time_per_step': '2.20217'}
2025-11-25 06:00:48,397 - train_greyscale_MoE.py - {'step': '3600', 'lr': '0.000144', 'total_loss': '0.0747922', 'main_loss': '0.0707684', 'aux_loss': '4.02384', 'time_per_step': '2.09224'}
2025-11-25 06:04:36,451 - train_greyscale_MoE.py - {'step': '3700', 'lr': '0.000148', 'total_loss': '0.0856241', 'main_loss': '0.0816256', 'aux_loss': '3.99843', 'time_per_step': '2.16902'}
2025-11-25 06:08:22,074 - train_greyscale_MoE.py - {'step': '3800', 'lr': '0.000152', 'total_loss': '0.0723229', 'main_loss': '0.0683065', 'aux_loss': '4.01637', 'time_per_step': '2.18863'}
2025-11-25 06:12:09,211 - train_greyscale_MoE.py - {'step': '3900', 'lr': '0.000156', 'total_loss': '0.0724248', 'main_loss': '0.0684084', 'aux_loss': '4.01643', 'time_per_step': '2.19122'}
2025-11-25 06:15:54,716 - train_greyscale_MoE.py - {'step': '4000', 'lr': '0.00016', 'total_loss': '0.0808336', 'main_loss': '0.0768347', 'aux_loss': '3.99894', 'time_per_step': '2.17284'}
2025-11-25 06:19:40,705 - train_greyscale_MoE.py - {'step': '4100', 'lr': '0.000164', 'total_loss': '0.0806913', 'main_loss': '0.0766914', 'aux_loss': '3.99992', 'time_per_step': '2.16829'}
2025-11-25 06:23:27,519 - train_greyscale_MoE.py - {'step': '4200', 'lr': '0.000168', 'total_loss': '0.0759775', 'main_loss': '0.0719866', 'aux_loss': '3.99089', 'time_per_step': '2.17614'}
2025-11-25 06:27:13,594 - train_greyscale_MoE.py - {'step': '4300', 'lr': '0.000172', 'total_loss': '0.0758899', 'main_loss': '0.071888', 'aux_loss': '4.0019', 'time_per_step': '2.1792'}
2025-11-25 06:30:59,218 - train_greyscale_MoE.py - {'step': '4400', 'lr': '0.000176', 'total_loss': '0.0750461', 'main_loss': '0.071035', 'aux_loss': '4.01106', 'time_per_step': '2.1939'}
2025-11-25 06:34:44,832 - train_greyscale_MoE.py - {'step': '4500', 'lr': '0.00018', 'total_loss': '0.0794599', 'main_loss': '0.0754472', 'aux_loss': '4.01266', 'time_per_step': '2.20261'}
2025-11-25 06:38:30,435 - train_greyscale_MoE.py - {'step': '4600', 'lr': '0.000184', 'total_loss': '0.0773397', 'main_loss': '0.0733481', 'aux_loss': '3.99164', 'time_per_step': '2.18768'}
2025-11-25 06:42:15,950 - train_greyscale_MoE.py - {'step': '4700', 'lr': '0.000188', 'total_loss': '0.0695497', 'main_loss': '0.0655611', 'aux_loss': '3.98856', 'time_per_step': '2.12813'}
2025-11-25 06:46:00,723 - train_greyscale_MoE.py - {'step': '4800', 'lr': '0.000192', 'total_loss': '0.0771674', 'main_loss': '0.0731671', 'aux_loss': '4.0003', 'time_per_step': '2.09341'}
2025-11-25 06:49:47,677 - train_greyscale_MoE.py - {'step': '4900', 'lr': '0.000196', 'total_loss': '0.0684786', 'main_loss': '0.0644731', 'aux_loss': '4.00549', 'time_per_step': '2.16071'}
2025-11-25 06:53:34,531 - train_greyscale_MoE.py - {'step': '5000', 'lr': '0.0002', 'total_loss': '0.0664672', 'main_loss': '0.0624576', 'aux_loss': '4.00956', 'time_per_step': '2.25373'}
2025-11-25 06:57:20,058 - train_greyscale_MoE.py - {'step': '5100', 'lr': '0.0002', 'total_loss': '0.0557706', 'main_loss': '0.0517686', 'aux_loss': '4.00198', 'time_per_step': '2.17072'}
2025-11-25 07:01:07,283 - train_greyscale_MoE.py - {'step': '5200', 'lr': '0.0002', 'total_loss': '0.0667043', 'main_loss': '0.0627135', 'aux_loss': '3.99079', 'time_per_step': '2.16939'}
2025-11-25 07:04:54,306 - train_greyscale_MoE.py - {'step': '5300', 'lr': '0.0002', 'total_loss': '0.0722969', 'main_loss': '0.0682987', 'aux_loss': '3.99824', 'time_per_step': '2.20611'}
2025-11-25 07:08:40,452 - train_greyscale_MoE.py - {'step': '5400', 'lr': '0.0002', 'total_loss': '0.0665069', 'main_loss': '0.0624967', 'aux_loss': '4.01021', 'time_per_step': '2.17309'}
2025-11-25 07:12:25,560 - train_greyscale_MoE.py - {'step': '5500', 'lr': '0.0002', 'total_loss': '0.0608338', 'main_loss': '0.0568385', 'aux_loss': '3.99528', 'time_per_step': '2.16599'}
2025-11-25 07:16:12,039 - train_greyscale_MoE.py - {'step': '5600', 'lr': '0.0002', 'total_loss': '0.0699986', 'main_loss': '0.0660095', 'aux_loss': '3.98913', 'time_per_step': '2.18591'}
2025-11-25 07:19:57,595 - train_greyscale_MoE.py - {'step': '5700', 'lr': '0.0002', 'total_loss': '0.0567216', 'main_loss': '0.052734', 'aux_loss': '3.98763', 'time_per_step': '2.26136'}
2025-11-25 07:23:43,987 - train_greyscale_MoE.py - {'step': '5800', 'lr': '0.0002', 'total_loss': '0.0723942', 'main_loss': '0.068392', 'aux_loss': '4.00219', 'time_per_step': '2.16153'}
2025-11-25 07:27:29,160 - train_greyscale_MoE.py - {'step': '5900', 'lr': '0.0002', 'total_loss': '0.0652073', 'main_loss': '0.0612235', 'aux_loss': '3.98384', 'time_per_step': '2.13048'}
2025-11-25 07:31:15,420 - train_greyscale_MoE.py - {'step': '6000', 'lr': '0.0002', 'total_loss': '0.0566529', 'main_loss': '0.0526521', 'aux_loss': '4.00085', 'time_per_step': '2.0961'}
2025-11-25 07:35:10,127 - train_greyscale_MoE.py - {'step': '6100', 'lr': '0.0002', 'total_loss': '0.067415', 'main_loss': '0.0634161', 'aux_loss': '3.99893', 'time_per_step': '2.15348'}
2025-11-25 07:38:56,542 - train_greyscale_MoE.py - {'step': '6200', 'lr': '0.0002', 'total_loss': '0.0680641', 'main_loss': '0.0640854', 'aux_loss': '3.97871', 'time_per_step': '2.20531'}
2025-11-25 07:42:41,759 - train_greyscale_MoE.py - {'step': '6300', 'lr': '0.0002', 'total_loss': '0.0577274', 'main_loss': '0.0537223', 'aux_loss': '4.00509', 'time_per_step': '2.21429'}
2025-11-25 07:46:27,787 - train_greyscale_MoE.py - {'step': '6400', 'lr': '0.0002', 'total_loss': '0.0542513', 'main_loss': '0.0502546', 'aux_loss': '3.9967', 'time_per_step': '2.17265'}
2025-11-25 07:50:14,277 - train_greyscale_MoE.py - {'step': '6500', 'lr': '0.0002', 'total_loss': '0.0606925', 'main_loss': '0.0567101', 'aux_loss': '3.9824', 'time_per_step': '2.16739'}
2025-11-25 07:54:00,067 - train_greyscale_MoE.py - {'step': '6600', 'lr': '0.0002', 'total_loss': '0.0593534', 'main_loss': '0.0553434', 'aux_loss': '4.01009', 'time_per_step': '2.14496'}
2025-11-25 07:57:45,649 - train_greyscale_MoE.py - {'step': '6700', 'lr': '0.0002', 'total_loss': '0.0526352', 'main_loss': '0.0486506', 'aux_loss': '3.98455', 'time_per_step': '2.18786'}
2025-11-25 08:01:32,237 - train_greyscale_MoE.py - {'step': '6800', 'lr': '0.0002', 'total_loss': '0.0545305', 'main_loss': '0.0505405', 'aux_loss': '3.98997', 'time_per_step': '2.18078'}
2025-11-25 08:05:19,719 - train_greyscale_MoE.py - {'step': '6900', 'lr': '0.0002', 'total_loss': '0.051972', 'main_loss': '0.0479773', 'aux_loss': '3.99471', 'time_per_step': '2.18336'}
2025-11-25 08:09:05,724 - train_greyscale_MoE.py - {'step': '7000', 'lr': '0.0002', 'total_loss': '0.0525864', 'main_loss': '0.0485958', 'aux_loss': '3.99069', 'time_per_step': '2.18433'}
2025-11-25 08:12:50,932 - train_greyscale_MoE.py - {'step': '7100', 'lr': '0.0002', 'total_loss': '0.0544755', 'main_loss': '0.0504871', 'aux_loss': '3.98846', 'time_per_step': '2.14139'}
2025-11-25 08:16:37,498 - train_greyscale_MoE.py - {'step': '7200', 'lr': '0.0002', 'total_loss': '0.0561847', 'main_loss': '0.0521864', 'aux_loss': '3.99828', 'time_per_step': '2.09634'}
2025-11-25 08:20:24,948 - train_greyscale_MoE.py - {'step': '7300', 'lr': '0.0002', 'total_loss': '0.0504508', 'main_loss': '0.0464667', 'aux_loss': '3.98416', 'time_per_step': '2.15047'}
2025-11-25 08:24:10,809 - train_greyscale_MoE.py - {'step': '7400', 'lr': '0.0002', 'total_loss': '0.0446504', 'main_loss': '0.0406669', 'aux_loss': '3.98356', 'time_per_step': '2.17552'}
2025-11-25 08:27:55,896 - train_greyscale_MoE.py - {'step': '7500', 'lr': '0.0002', 'total_loss': '0.0509153', 'main_loss': '0.0469108', 'aux_loss': '4.00459', 'time_per_step': '2.19749'}
2025-11-25 08:31:42,920 - train_greyscale_MoE.py - {'step': '7600', 'lr': '0.0002', 'total_loss': '0.0415681', 'main_loss': '0.0375807', 'aux_loss': '3.9874', 'time_per_step': '2.18624'}
2025-11-25 08:35:29,393 - train_greyscale_MoE.py - {'step': '7700', 'lr': '0.0002', 'total_loss': '0.0465372', 'main_loss': '0.0425564', 'aux_loss': '3.98073', 'time_per_step': '2.17533'}
2025-11-25 08:39:15,892 - train_greyscale_MoE.py - {'step': '7800', 'lr': '0.0002', 'total_loss': '0.0441754', 'main_loss': '0.0401922', 'aux_loss': '3.98317', 'time_per_step': '2.19067'}
2025-11-25 08:43:01,409 - train_greyscale_MoE.py - {'step': '7900', 'lr': '0.0002', 'total_loss': '0.0490891', 'main_loss': '0.0451062', 'aux_loss': '3.98292', 'time_per_step': '2.18532'}
2025-11-25 08:46:48,593 - train_greyscale_MoE.py - {'step': '8000', 'lr': '0.0002', 'total_loss': '0.0450981', 'main_loss': '0.0411078', 'aux_loss': '3.99037', 'time_per_step': '2.18002'}
2025-11-25 08:50:34,696 - train_greyscale_MoE.py - {'step': '8100', 'lr': '0.0002', 'total_loss': '0.0482404', 'main_loss': '0.0442596', 'aux_loss': '3.98086', 'time_per_step': '2.24781'}
2025-11-25 08:54:21,129 - train_greyscale_MoE.py - {'step': '8200', 'lr': '0.0002', 'total_loss': '0.043881', 'main_loss': '0.0398981', 'aux_loss': '3.98287', 'time_per_step': '2.16988'}
2025-11-25 08:58:07,579 - train_greyscale_MoE.py - {'step': '8300', 'lr': '0.0002', 'total_loss': '0.0473591', 'main_loss': '0.0433667', 'aux_loss': '3.99241', 'time_per_step': '2.12983'}
2025-11-25 09:01:54,778 - train_greyscale_MoE.py - {'step': '8400', 'lr': '0.0002', 'total_loss': '0.0479756', 'main_loss': '0.0439832', 'aux_loss': '3.99238', 'time_per_step': '2.09053'}
2025-11-25 09:05:41,863 - train_greyscale_MoE.py - {'step': '8500', 'lr': '0.0002', 'total_loss': '0.0436643', 'main_loss': '0.0396503', 'aux_loss': '4.01398', 'time_per_step': '2.15921'}
2025-11-25 09:09:28,378 - train_greyscale_MoE.py - {'step': '8600', 'lr': '0.0002', 'total_loss': '0.0444238', 'main_loss': '0.0404307', 'aux_loss': '3.99315', 'time_per_step': '2.19649'}
2025-11-25 09:13:13,844 - train_greyscale_MoE.py - {'step': '8700', 'lr': '0.0002', 'total_loss': '0.0443805', 'main_loss': '0.0404013', 'aux_loss': '3.97916', 'time_per_step': '2.17714'}
2025-11-25 09:16:59,993 - train_greyscale_MoE.py - {'step': '8800', 'lr': '0.0002', 'total_loss': '0.0601127', 'main_loss': '0.0561204', 'aux_loss': '3.99222', 'time_per_step': '2.14182'}
2025-11-25 09:20:46,290 - train_greyscale_MoE.py - {'step': '8900', 'lr': '0.0002', 'total_loss': '0.0477439', 'main_loss': '0.0437671', 'aux_loss': '3.97682', 'time_per_step': '2.16778'}
2025-11-25 09:24:31,906 - train_greyscale_MoE.py - {'step': '9000', 'lr': '0.0002', 'total_loss': '0.0448968', 'main_loss': '0.0409115', 'aux_loss': '3.98532', 'time_per_step': '2.16727'}
2025-11-25 09:28:17,474 - train_greyscale_MoE.py - {'step': '9100', 'lr': '0.0002', 'total_loss': '0.0422914', 'main_loss': '0.0383061', 'aux_loss': '3.98528', 'time_per_step': '2.18414'}
2025-11-25 09:32:04,157 - train_greyscale_MoE.py - {'step': '9200', 'lr': '0.0002', 'total_loss': '0.0503647', 'main_loss': '0.0463788', 'aux_loss': '3.98587', 'time_per_step': '2.23724'}
2025-11-25 09:35:49,940 - train_greyscale_MoE.py - {'step': '9300', 'lr': '0.0002', 'total_loss': '0.0404683', 'main_loss': '0.0364779', 'aux_loss': '3.99047', 'time_per_step': '2.1703'}
2025-11-25 09:39:35,244 - train_greyscale_MoE.py - {'step': '9400', 'lr': '0.0002', 'total_loss': '0.0432198', 'main_loss': '0.0392381', 'aux_loss': '3.98169', 'time_per_step': '2.20049'}
2025-11-25 09:43:21,105 - train_greyscale_MoE.py - {'step': '9500', 'lr': '0.0002', 'total_loss': '0.0441335', 'main_loss': '0.0401376', 'aux_loss': '3.99594', 'time_per_step': '2.14121'}
2025-11-25 09:47:07,264 - train_greyscale_MoE.py - {'step': '9600', 'lr': '0.0002', 'total_loss': '0.0456699', 'main_loss': '0.041681', 'aux_loss': '3.98889', 'time_per_step': '2.09527'}
2025-11-25 09:50:53,119 - train_greyscale_MoE.py - {'step': '9700', 'lr': '0.0002', 'total_loss': '0.0486654', 'main_loss': '0.044686', 'aux_loss': '3.97938', 'time_per_step': '2.16223'}
2025-11-25 09:54:38,580 - train_greyscale_MoE.py - {'step': '9800', 'lr': '0.0002', 'total_loss': '0.0429391', 'main_loss': '0.0389541', 'aux_loss': '3.98499', 'time_per_step': '2.20288'}
2025-11-25 09:58:24,832 - train_greyscale_MoE.py - {'step': '9900', 'lr': '0.0002', 'total_loss': '0.0386117', 'main_loss': '0.034615', 'aux_loss': '3.99667', 'time_per_step': '2.18963'}
2025-11-25 10:02:12,167 - train_greyscale_MoE.py - {'step': '10000', 'lr': '0.0002', 'total_loss': '0.0360679', 'main_loss': '0.0320852', 'aux_loss': '3.98263', 'time_per_step': '2.17495'}
2025-11-25 10:05:58,600 - train_greyscale_MoE.py - {'step': '10100', 'lr': '0.0002', 'total_loss': '0.0438004', 'main_loss': '0.0398196', 'aux_loss': '3.98078', 'time_per_step': '2.19006'}
2025-11-25 10:09:43,329 - train_greyscale_MoE.py - {'step': '10200', 'lr': '0.0002', 'total_loss': '0.0415675', 'main_loss': '0.0375924', 'aux_loss': '3.97504', 'time_per_step': '2.16577'}
2025-11-25 10:13:28,598 - train_greyscale_MoE.py - {'step': '10300', 'lr': '0.0002', 'total_loss': '0.035931', 'main_loss': '0.0319342', 'aux_loss': '3.99672', 'time_per_step': '2.18213'}
2025-11-25 10:17:13,977 - train_greyscale_MoE.py - {'step': '10400', 'lr': '0.0002', 'total_loss': '0.0438039', 'main_loss': '0.0398348', 'aux_loss': '3.96913', 'time_per_step': '2.1743'}
2025-11-25 10:21:00,112 - train_greyscale_MoE.py - {'step': '10500', 'lr': '0.0002', 'total_loss': '0.0365602', 'main_loss': '0.0325704', 'aux_loss': '3.98978', 'time_per_step': '2.12364'}
2025-11-25 10:24:45,329 - train_greyscale_MoE.py - {'step': '10600', 'lr': '0.0002', 'total_loss': '0.0413283', 'main_loss': '0.0373485', 'aux_loss': '3.97977', 'time_per_step': '2.16987'}
2025-11-25 10:28:31,536 - train_greyscale_MoE.py - {'step': '10700', 'lr': '0.0002', 'total_loss': '0.0474032', 'main_loss': '0.0434177', 'aux_loss': '3.98553', 'time_per_step': '2.14771'}
2025-11-25 10:32:16,875 - train_greyscale_MoE.py - {'step': '10800', 'lr': '0.0002', 'total_loss': '0.0400118', 'main_loss': '0.0360326', 'aux_loss': '3.97913', 'time_per_step': '2.09338'}
2025-11-25 10:36:03,411 - train_greyscale_MoE.py - {'step': '10900', 'lr': '0.0002', 'total_loss': '0.031954', 'main_loss': '0.0279702', 'aux_loss': '3.98373', 'time_per_step': '2.21976'}
2025-11-25 10:39:48,631 - train_greyscale_MoE.py - {'step': '11000', 'lr': '0.0002', 'total_loss': '0.0408972', 'main_loss': '0.0369141', 'aux_loss': '3.98311', 'time_per_step': '2.19506'}
2025-11-25 10:43:35,328 - train_greyscale_MoE.py - {'step': '11100', 'lr': '0.0002', 'total_loss': '0.0361716', 'main_loss': '0.0321774', 'aux_loss': '3.99423', 'time_per_step': '2.15853'}
2025-11-25 10:47:21,141 - train_greyscale_MoE.py - {'step': '11200', 'lr': '0.0002', 'total_loss': '0.0378723', 'main_loss': '0.0338727', 'aux_loss': '3.99961', 'time_per_step': '2.19988'}
2025-11-25 10:51:07,634 - train_greyscale_MoE.py - {'step': '11300', 'lr': '0.0002', 'total_loss': '0.0381836', 'main_loss': '0.0341884', 'aux_loss': '3.99522', 'time_per_step': '2.1647'}
