2025-11-09 09:48:10,662 - train_greyscale_FA_MoE.py - ckpt_root: output/acdc_wholeheart_uncond_fa_ec_moe_greyscale_uvit_mid_4by4_l8r12_Y_bound/ckpts
dataset:
  SNR_scale: 4.0
2025-11-09 10:29:50,503 - train_greyscale_FA_MoE.py - {'step': '1300', 'lr': '5.2e-05', 'total_loss': '0.0792729', 'main_loss': '0.0792729', 'time_per_step': '1.72288'}
2025-11-09 10:32:53,439 - train_greyscale_FA_MoE.py - {'step': '1400', 'lr': '5.6e-05', 'total_loss': '0.0773463', 'main_loss': '0.0773463', 'time_per_step': '1.77491'}
2025-11-09 10:35:56,091 - train_greyscale_FA_MoE.py - {'step': '1500', 'lr': '6e-05', 'total_loss': '0.0738077', 'main_loss': '0.0738077', 'time_per_step': '1.76382'}
2025-11-09 10:38:57,333 - train_greyscale_FA_MoE.py - {'step': '1600', 'lr': '6.4e-05', 'total_loss': '0.067601', 'main_loss': '0.067601', 'time_per_step': '1.75456'}
2025-11-09 10:41:59,963 - train_greyscale_FA_MoE.py - {'step': '1700', 'lr': '6.8e-05', 'total_loss': '0.0728652', 'main_loss': '0.0728652', 'time_per_step': '1.75548'}
2025-11-09 10:45:01,924 - train_greyscale_FA_MoE.py - {'step': '1800', 'lr': '7.2e-05', 'total_loss': '0.0806028', 'main_loss': '0.0806028', 'time_per_step': '1.77845'}
2025-11-09 10:48:03,633 - train_greyscale_FA_MoE.py - {'step': '1900', 'lr': '7.6e-05', 'total_loss': '0.0750094', 'main_loss': '0.0750094', 'time_per_step': '1.72505'}
2025-11-09 10:51:06,165 - train_greyscale_FA_MoE.py - {'step': '2000', 'lr': '8e-05', 'total_loss': '0.0747212', 'main_loss': '0.0747212', 'time_per_step': '1.75835'}
2025-11-09 10:54:07,815 - train_greyscale_FA_MoE.py - {'step': '2100', 'lr': '8.4e-05', 'total_loss': '0.0737053', 'main_loss': '0.0737053', 'time_per_step': '1.77895'}
2025-11-09 10:57:10,032 - train_greyscale_FA_MoE.py - {'step': '2200', 'lr': '8.8e-05', 'total_loss': '0.0769572', 'main_loss': '0.0769572', 'time_per_step': '1.75616'}
2025-11-09 11:00:11,083 - train_greyscale_FA_MoE.py - {'step': '2300', 'lr': '9.2e-05', 'total_loss': '0.0693107', 'main_loss': '0.0693107', 'time_per_step': '1.70428'}
2025-11-09 11:03:12,877 - train_greyscale_FA_MoE.py - {'step': '2400', 'lr': '9.6e-05', 'total_loss': '0.059062', 'main_loss': '0.059062', 'time_per_step': '1.71557'}
2025-11-09 11:06:16,407 - train_greyscale_FA_MoE.py - {'step': '2500', 'lr': '0.0001', 'total_loss': '0.0749738', 'main_loss': '0.0749738', 'time_per_step': '1.76138'}
2025-11-09 11:09:17,697 - train_greyscale_FA_MoE.py - {'step': '2600', 'lr': '0.000104', 'total_loss': '0.0671986', 'main_loss': '0.0671986', 'time_per_step': '1.74972'}
2025-11-09 11:12:19,795 - train_greyscale_FA_MoE.py - {'step': '2700', 'lr': '0.000108', 'total_loss': '0.0755436', 'main_loss': '0.0755436', 'time_per_step': '1.77614'}
2025-11-09 11:15:21,215 - train_greyscale_FA_MoE.py - {'step': '2800', 'lr': '0.000112', 'total_loss': '0.0702493', 'main_loss': '0.0702493', 'time_per_step': '1.74519'}
2025-11-09 11:18:23,317 - train_greyscale_FA_MoE.py - {'step': '2900', 'lr': '0.000116', 'total_loss': '0.0654916', 'main_loss': '0.0654916', 'time_per_step': '1.75743'}
2025-11-09 11:21:25,986 - train_greyscale_FA_MoE.py - {'step': '3000', 'lr': '0.00012', 'total_loss': '0.0687623', 'main_loss': '0.0687623', 'time_per_step': '1.72742'}
2025-11-09 11:24:27,130 - train_greyscale_FA_MoE.py - {'step': '3100', 'lr': '0.000124', 'total_loss': '0.0672175', 'main_loss': '0.0672175', 'time_per_step': '1.76826'}
2025-11-09 11:27:29,019 - train_greyscale_FA_MoE.py - {'step': '3200', 'lr': '0.000128', 'total_loss': '0.0643178', 'main_loss': '0.0643178', 'time_per_step': '1.75207'}
2025-11-09 11:30:30,381 - train_greyscale_FA_MoE.py - {'step': '3300', 'lr': '0.000132', 'total_loss': '0.0559414', 'main_loss': '0.0559414', 'time_per_step': '1.71539'}
2025-11-09 11:33:32,614 - train_greyscale_FA_MoE.py - {'step': '3400', 'lr': '0.000136', 'total_loss': '0.0572224', 'main_loss': '0.0572224', 'time_per_step': '1.74444'}
2025-11-09 11:36:34,913 - train_greyscale_FA_MoE.py - {'step': '3500', 'lr': '0.00014', 'total_loss': '0.0541286', 'main_loss': '0.0541286', 'time_per_step': '1.70253'}
2025-11-09 11:39:35,465 - train_greyscale_FA_MoE.py - {'step': '3600', 'lr': '0.000144', 'total_loss': '0.0478859', 'main_loss': '0.0478859', 'time_per_step': '1.68285'}
2025-11-09 11:42:38,812 - train_greyscale_FA_MoE.py - {'step': '3700', 'lr': '0.000148', 'total_loss': '0.0494492', 'main_loss': '0.0494492', 'time_per_step': '1.7709'}
2025-11-09 11:45:39,769 - train_greyscale_FA_MoE.py - {'step': '3800', 'lr': '0.000152', 'total_loss': '0.0514031', 'main_loss': '0.0514031', 'time_per_step': '1.75225'}
2025-11-09 11:48:42,189 - train_greyscale_FA_MoE.py - {'step': '3900', 'lr': '0.000156', 'total_loss': '0.0567827', 'main_loss': '0.0567827', 'time_per_step': '1.82195'}
2025-11-09 11:51:44,099 - train_greyscale_FA_MoE.py - {'step': '4000', 'lr': '0.00016', 'total_loss': '0.0598214', 'main_loss': '0.0598214', 'time_per_step': '1.73829'}
2025-11-09 11:54:45,516 - train_greyscale_FA_MoE.py - {'step': '4100', 'lr': '0.000164', 'total_loss': '0.0503098', 'main_loss': '0.0503098', 'time_per_step': '1.74347'}
2025-11-09 11:57:48,340 - train_greyscale_FA_MoE.py - {'step': '4200', 'lr': '0.000168', 'total_loss': '0.0463849', 'main_loss': '0.0463849', 'time_per_step': '1.75578'}
2025-11-09 12:00:49,842 - train_greyscale_FA_MoE.py - {'step': '4300', 'lr': '0.000172', 'total_loss': '0.0546595', 'main_loss': '0.0546595', 'time_per_step': '1.75026'}
2025-11-09 12:03:52,417 - train_greyscale_FA_MoE.py - {'step': '4400', 'lr': '0.000176', 'total_loss': '0.0527703', 'main_loss': '0.0527703', 'time_per_step': '1.76287'}
2025-11-09 12:06:54,957 - train_greyscale_FA_MoE.py - {'step': '4500', 'lr': '0.00018', 'total_loss': '0.0438943', 'main_loss': '0.0438943', 'time_per_step': '1.76178'}
2025-11-09 12:09:56,020 - train_greyscale_FA_MoE.py - {'step': '4600', 'lr': '0.000184', 'total_loss': '0.0537381', 'main_loss': '0.0537381', 'time_per_step': '1.78479'}
2025-11-09 12:12:58,581 - train_greyscale_FA_MoE.py - {'step': '4700', 'lr': '0.000188', 'total_loss': '0.0511889', 'main_loss': '0.0511889', 'time_per_step': '1.69272'}
2025-11-09 12:15:59,190 - train_greyscale_FA_MoE.py - {'step': '4800', 'lr': '0.000192', 'total_loss': '0.0453468', 'main_loss': '0.0453468', 'time_per_step': '1.66836'}
2025-11-09 12:19:02,084 - train_greyscale_FA_MoE.py - {'step': '4900', 'lr': '0.000196', 'total_loss': '0.047482', 'main_loss': '0.047482', 'time_per_step': '1.74888'}
2025-11-09 12:22:04,390 - train_greyscale_FA_MoE.py - {'step': '5000', 'lr': '0.0002', 'total_loss': '0.0529622', 'main_loss': '0.0529622', 'time_per_step': '1.75084'}
2025-11-09 12:25:05,702 - train_greyscale_FA_MoE.py - {'step': '5100', 'lr': '0.0002', 'total_loss': '0.0434799', 'main_loss': '0.0434799', 'time_per_step': '1.75406'}
2025-11-09 12:28:07,222 - train_greyscale_FA_MoE.py - {'step': '5200', 'lr': '0.0002', 'total_loss': '0.0492076', 'main_loss': '0.0492076', 'time_per_step': '1.74497'}
2025-11-09 12:31:08,645 - train_greyscale_FA_MoE.py - {'step': '5300', 'lr': '0.0002', 'total_loss': '0.0448853', 'main_loss': '0.0448853', 'time_per_step': '1.77646'}
2025-11-09 12:34:10,416 - train_greyscale_FA_MoE.py - {'step': '5400', 'lr': '0.0002', 'total_loss': '0.039061', 'main_loss': '0.039061', 'time_per_step': '1.7392'}
2025-11-09 12:37:13,145 - train_greyscale_FA_MoE.py - {'step': '5500', 'lr': '0.0002', 'total_loss': '0.0453594', 'main_loss': '0.0453594', 'time_per_step': '1.81283'}
2025-11-09 12:40:14,118 - train_greyscale_FA_MoE.py - {'step': '5600', 'lr': '0.0002', 'total_loss': '0.0494469', 'main_loss': '0.0494469', 'time_per_step': '1.74947'}
2025-11-09 12:43:16,024 - train_greyscale_FA_MoE.py - {'step': '5700', 'lr': '0.0002', 'total_loss': '0.0492028', 'main_loss': '0.0492028', 'time_per_step': '1.75202'}
2025-11-09 12:46:17,400 - train_greyscale_FA_MoE.py - {'step': '5800', 'lr': '0.0002', 'total_loss': '0.0403576', 'main_loss': '0.0403576', 'time_per_step': '1.75859'}
2025-11-09 12:49:19,376 - train_greyscale_FA_MoE.py - {'step': '5900', 'lr': '0.0002', 'total_loss': '0.0431051', 'main_loss': '0.0431051', 'time_per_step': '1.66679'}
2025-11-09 12:52:21,597 - train_greyscale_FA_MoE.py - {'step': '6000', 'lr': '0.0002', 'total_loss': '0.0486952', 'main_loss': '0.0486952', 'time_per_step': '1.67148'}
2025-11-09 12:55:23,248 - train_greyscale_FA_MoE.py - {'step': '6100', 'lr': '0.0002', 'total_loss': '0.039012', 'main_loss': '0.039012', 'time_per_step': '1.77924'}
2025-11-09 12:58:27,398 - train_greyscale_FA_MoE.py - {'step': '6200', 'lr': '0.0002', 'total_loss': '0.0485248', 'main_loss': '0.0485248', 'time_per_step': '1.78379'}
2025-11-09 13:01:28,869 - train_greyscale_FA_MoE.py - {'step': '6300', 'lr': '0.0002', 'total_loss': '0.0424193', 'main_loss': '0.0424193', 'time_per_step': '1.76549'}
2025-11-09 13:04:30,945 - train_greyscale_FA_MoE.py - {'step': '6400', 'lr': '0.0002', 'total_loss': '0.0458637', 'main_loss': '0.0458637', 'time_per_step': '1.75577'}
2025-11-09 13:07:34,002 - train_greyscale_FA_MoE.py - {'step': '6500', 'lr': '0.0002', 'total_loss': '0.0441152', 'main_loss': '0.0441152', 'time_per_step': '1.76478'}
2025-11-09 13:10:36,217 - train_greyscale_FA_MoE.py - {'step': '6600', 'lr': '0.0002', 'total_loss': '0.0377315', 'main_loss': '0.0377315', 'time_per_step': '1.74887'}
2025-11-09 13:13:39,398 - train_greyscale_FA_MoE.py - {'step': '6700', 'lr': '0.0002', 'total_loss': '0.0348747', 'main_loss': '0.0348747', 'time_per_step': '1.76692'}
2025-11-09 13:16:41,686 - train_greyscale_FA_MoE.py - {'step': '6800', 'lr': '0.0002', 'total_loss': '0.0440934', 'main_loss': '0.0440934', 'time_per_step': '1.83286'}
2025-11-09 13:19:45,274 - train_greyscale_FA_MoE.py - {'step': '6900', 'lr': '0.0002', 'total_loss': '0.0415405', 'main_loss': '0.0415405', 'time_per_step': '1.77943'}
2025-11-09 13:22:48,919 - train_greyscale_FA_MoE.py - {'step': '7000', 'lr': '0.0002', 'total_loss': '0.0364914', 'main_loss': '0.0364914', 'time_per_step': '1.7674'}
2025-11-09 13:25:51,163 - train_greyscale_FA_MoE.py - {'step': '7100', 'lr': '0.0002', 'total_loss': '0.0420273', 'main_loss': '0.0420273', 'time_per_step': '1.67892'}
2025-11-09 13:28:54,179 - train_greyscale_FA_MoE.py - {'step': '7200', 'lr': '0.0002', 'total_loss': '0.0416842', 'main_loss': '0.0416842', 'time_per_step': '1.66296'}
2025-11-09 13:31:57,003 - train_greyscale_FA_MoE.py - {'step': '7300', 'lr': '0.0002', 'total_loss': '0.0334506', 'main_loss': '0.0334506', 'time_per_step': '1.76303'}
2025-11-09 13:35:00,848 - train_greyscale_FA_MoE.py - {'step': '7400', 'lr': '0.0002', 'total_loss': '0.0357789', 'main_loss': '0.0357789', 'time_per_step': '1.77081'}
2025-11-09 13:38:04,442 - train_greyscale_FA_MoE.py - {'step': '7500', 'lr': '0.0002', 'total_loss': '0.0375115', 'main_loss': '0.0375115', 'time_per_step': '1.7707'}
2025-11-09 13:41:06,955 - train_greyscale_FA_MoE.py - {'step': '7600', 'lr': '0.0002', 'total_loss': '0.0379008', 'main_loss': '0.0379008', 'time_per_step': '1.76719'}
2025-11-09 13:44:10,586 - train_greyscale_FA_MoE.py - {'step': '7700', 'lr': '0.0002', 'total_loss': '0.0378742', 'main_loss': '0.0378742', 'time_per_step': '1.76992'}
2025-11-09 13:47:13,036 - train_greyscale_FA_MoE.py - {'step': '7800', 'lr': '0.0002', 'total_loss': '0.0309555', 'main_loss': '0.0309555', 'time_per_step': '1.83257'}
2025-11-09 13:50:16,281 - train_greyscale_FA_MoE.py - {'step': '7900', 'lr': '0.0002', 'total_loss': '0.0377937', 'main_loss': '0.0377937', 'time_per_step': '1.76938'}
2025-11-09 13:53:19,921 - train_greyscale_FA_MoE.py - {'step': '8000', 'lr': '0.0002', 'total_loss': '0.0327627', 'main_loss': '0.0327627', 'time_per_step': '1.76629'}
2025-11-09 13:56:22,068 - train_greyscale_FA_MoE.py - {'step': '8100', 'lr': '0.0002', 'total_loss': '0.0367231', 'main_loss': '0.0367231', 'time_per_step': '1.80738'}
2025-11-09 13:59:26,594 - train_greyscale_FA_MoE.py - {'step': '8200', 'lr': '0.0002', 'total_loss': '0.0330078', 'main_loss': '0.0330078', 'time_per_step': '1.77212'}
2025-11-09 14:02:29,138 - train_greyscale_FA_MoE.py - {'step': '8300', 'lr': '0.0002', 'total_loss': '0.0352243', 'main_loss': '0.0352243', 'time_per_step': '1.65886'}
2025-11-09 14:05:32,101 - train_greyscale_FA_MoE.py - {'step': '8400', 'lr': '0.0002', 'total_loss': '0.0330472', 'main_loss': '0.0330472', 'time_per_step': '1.66985'}
2025-11-09 14:08:35,963 - train_greyscale_FA_MoE.py - {'step': '8500', 'lr': '0.0002', 'total_loss': '0.0319153', 'main_loss': '0.0319153', 'time_per_step': '1.76361'}
2025-11-09 14:11:38,399 - train_greyscale_FA_MoE.py - {'step': '8600', 'lr': '0.0002', 'total_loss': '0.0306955', 'main_loss': '0.0306955', 'time_per_step': '1.77182'}
2025-11-09 14:14:41,848 - train_greyscale_FA_MoE.py - {'step': '8700', 'lr': '0.0002', 'total_loss': '0.0354687', 'main_loss': '0.0354687', 'time_per_step': '1.83685'}
2025-11-09 14:17:43,992 - train_greyscale_FA_MoE.py - {'step': '8800', 'lr': '0.0002', 'total_loss': '0.0330096', 'main_loss': '0.0330096', 'time_per_step': '1.76513'}
2025-11-09 14:20:47,508 - train_greyscale_FA_MoE.py - {'step': '8900', 'lr': '0.0002', 'total_loss': '0.0362759', 'main_loss': '0.0362759', 'time_per_step': '1.76989'}
2025-11-09 14:23:51,398 - train_greyscale_FA_MoE.py - {'step': '9000', 'lr': '0.0002', 'total_loss': '0.0336207', 'main_loss': '0.0336207', 'time_per_step': '1.77574'}
2025-11-09 14:26:54,046 - train_greyscale_FA_MoE.py - {'step': '9100', 'lr': '0.0002', 'total_loss': '0.0335524', 'main_loss': '0.0335524', 'time_per_step': '1.76752'}
2025-11-09 14:29:57,636 - train_greyscale_FA_MoE.py - {'step': '9200', 'lr': '0.0002', 'total_loss': '0.0344216', 'main_loss': '0.0344216', 'time_per_step': '1.76195'}
2025-11-09 14:32:59,905 - train_greyscale_FA_MoE.py - {'step': '9300', 'lr': '0.0002', 'total_loss': '0.0393631', 'main_loss': '0.0393631', 'time_per_step': '1.78884'}
2025-11-09 14:36:03,496 - train_greyscale_FA_MoE.py - {'step': '9400', 'lr': '0.0002', 'total_loss': '0.0298069', 'main_loss': '0.0298069', 'time_per_step': '1.76893'}
2025-11-09 14:39:06,825 - train_greyscale_FA_MoE.py - {'step': '9500', 'lr': '0.0002', 'total_loss': '0.0315294', 'main_loss': '0.0315294', 'time_per_step': '1.67261'}
2025-11-09 14:42:08,573 - train_greyscale_FA_MoE.py - {'step': '9600', 'lr': '0.0002', 'total_loss': '0.0323172', 'main_loss': '0.0323172', 'time_per_step': '1.65975'}
2025-11-09 14:45:12,855 - train_greyscale_FA_MoE.py - {'step': '9700', 'lr': '0.0002', 'total_loss': '0.0330051', 'main_loss': '0.0330051', 'time_per_step': '1.86543'}
2025-11-09 14:48:14,931 - train_greyscale_FA_MoE.py - {'step': '9800', 'lr': '0.0002', 'total_loss': '0.0287707', 'main_loss': '0.0287707', 'time_per_step': '1.77921'}
2025-11-09 14:51:18,302 - train_greyscale_FA_MoE.py - {'step': '9900', 'lr': '0.0002', 'total_loss': '0.03551', 'main_loss': '0.03551', 'time_per_step': '1.76987'}
2025-11-09 14:54:21,936 - train_greyscale_FA_MoE.py - {'step': '10000', 'lr': '0.0002', 'total_loss': '0.0308838', 'main_loss': '0.0308838', 'time_per_step': '1.78332'}
2025-11-09 14:57:24,959 - train_greyscale_FA_MoE.py - {'step': '10100', 'lr': '0.0002', 'total_loss': '0.0288603', 'main_loss': '0.0288603', 'time_per_step': '1.79305'}
2025-11-09 15:00:28,357 - train_greyscale_FA_MoE.py - {'step': '10200', 'lr': '0.0002', 'total_loss': '0.0252958', 'main_loss': '0.0252958', 'time_per_step': '2.02775'}
2025-11-09 15:03:30,837 - train_greyscale_FA_MoE.py - {'step': '10300', 'lr': '0.0002', 'total_loss': '0.0297137', 'main_loss': '0.0297137', 'time_per_step': '1.76742'}
2025-11-09 15:06:34,390 - train_greyscale_FA_MoE.py - {'step': '10400', 'lr': '0.0002', 'total_loss': '0.0245196', 'main_loss': '0.0245196', 'time_per_step': '1.78155'}
2025-11-09 15:09:37,605 - train_greyscale_FA_MoE.py - {'step': '10500', 'lr': '0.0002', 'total_loss': '0.0228881', 'main_loss': '0.0228881', 'time_per_step': '1.77375'}
2025-11-09 15:12:39,796 - train_greyscale_FA_MoE.py - {'step': '10600', 'lr': '0.0002', 'total_loss': '0.0250655', 'main_loss': '0.0250655', 'time_per_step': '1.77359'}
2025-11-09 15:15:43,185 - train_greyscale_FA_MoE.py - {'step': '10700', 'lr': '0.0002', 'total_loss': '0.0304244', 'main_loss': '0.0304244', 'time_per_step': '1.66445'}
2025-11-09 15:18:45,228 - train_greyscale_FA_MoE.py - {'step': '10800', 'lr': '0.0002', 'total_loss': '0.034673', 'main_loss': '0.034673', 'time_per_step': '1.67212'}
2025-11-09 15:21:49,600 - train_greyscale_FA_MoE.py - {'step': '10900', 'lr': '0.0002', 'total_loss': '0.0315716', 'main_loss': '0.0315716', 'time_per_step': '1.76966'}
2025-11-09 15:24:53,177 - train_greyscale_FA_MoE.py - {'step': '11000', 'lr': '0.0002', 'total_loss': '0.0257997', 'main_loss': '0.0257997', 'time_per_step': '1.77706'}
2025-11-09 15:27:55,842 - train_greyscale_FA_MoE.py - {'step': '11100', 'lr': '0.0002', 'total_loss': '0.0257352', 'main_loss': '0.0257352', 'time_per_step': '1.77387'}
2025-11-09 15:30:59,661 - train_greyscale_FA_MoE.py - {'step': '11200', 'lr': '0.0002', 'total_loss': '0.0288234', 'main_loss': '0.0288234', 'time_per_step': '1.77174'}
2025-11-09 15:34:01,989 - train_greyscale_FA_MoE.py - {'step': '11300', 'lr': '0.0002', 'total_loss': '0.0232772', 'main_loss': '0.0232772', 'time_per_step': '1.77574'}
2025-11-09 15:37:05,467 - train_greyscale_FA_MoE.py - {'step': '11400', 'lr': '0.0002', 'total_loss': '0.0288388', 'main_loss': '0.0288388', 'time_per_step': '1.76318'}
2025-11-09 15:40:08,699 - train_greyscale_FA_MoE.py - {'step': '11500', 'lr': '0.0002', 'total_loss': '0.0248112', 'main_loss': '0.0248112', 'time_per_step': '1.76939'}
2025-11-09 15:43:10,991 - train_greyscale_FA_MoE.py - {'step': '11600', 'lr': '0.0002', 'total_loss': '0.0270107', 'main_loss': '0.0270107', 'time_per_step': '1.78303'}
2025-11-09 15:46:14,682 - train_greyscale_FA_MoE.py - {'step': '11700', 'lr': '0.0002', 'total_loss': '0.0291967', 'main_loss': '0.0291967', 'time_per_step': '1.77348'}
2025-11-09 15:49:16,935 - train_greyscale_FA_MoE.py - {'step': '11800', 'lr': '0.0002', 'total_loss': '0.0303732', 'main_loss': '0.0303732', 'time_per_step': '1.76724'}
2025-11-09 15:52:20,135 - train_greyscale_FA_MoE.py - {'step': '11900', 'lr': '0.0002', 'total_loss': '0.022526', 'main_loss': '0.022526', 'time_per_step': '1.65963'}
2025-11-09 15:55:23,078 - train_greyscale_FA_MoE.py - {'step': '12000', 'lr': '0.0002', 'total_loss': '0.0315965', 'main_loss': '0.0315965', 'time_per_step': '1.67203'}
2025-11-09 15:58:26,918 - train_greyscale_FA_MoE.py - {'step': '12100', 'lr': '0.0002', 'total_loss': '0.0276025', 'main_loss': '0.0276025', 'time_per_step': '1.77103'}
2025-11-09 16:01:30,419 - train_greyscale_FA_MoE.py - {'step': '12200', 'lr': '0.0002', 'total_loss': '0.0259817', 'main_loss': '0.0259817', 'time_per_step': '1.77234'}
2025-11-09 16:04:32,660 - train_greyscale_FA_MoE.py - {'step': '12300', 'lr': '0.0002', 'total_loss': '0.0252271', 'main_loss': '0.0252271', 'time_per_step': '1.77232'}
2025-11-09 16:07:36,141 - train_greyscale_FA_MoE.py - {'step': '12400', 'lr': '0.0002', 'total_loss': '0.0264235', 'main_loss': '0.0264235', 'time_per_step': '1.76648'}
