2025-06-17 16:52:19,218 - train.py - ckpt_root: output/cifar10_uvit_mid_2by2/ckpts
dataset:
  Cb_std: !!python/tuple
2025-06-17 17:37:22,905 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:38:06,389 - train.py - {'step': '5000', 'lr': '0.0002', 'loss': '0.047474'}
2025-06-17 17:38:06,389 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:38:47,611 - train.py - {'step': '5100', 'lr': '0.0002', 'loss': '0.0735539'}
2025-06-17 17:38:47,612 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:39:30,458 - train.py - {'step': '5200', 'lr': '0.0002', 'loss': '0.0335101'}
2025-06-17 17:39:30,459 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:40:12,861 - train.py - {'step': '5300', 'lr': '0.0002', 'loss': '0.0464636'}
2025-06-17 17:40:12,861 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:40:55,528 - train.py - {'step': '5400', 'lr': '0.0002', 'loss': '0.0563639'}
2025-06-17 17:40:55,528 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:41:36,711 - train.py - {'step': '5500', 'lr': '0.0002', 'loss': '0.0579126'}
2025-06-17 17:41:36,711 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:42:18,895 - train.py - {'step': '5600', 'lr': '0.0002', 'loss': '0.0757737'}
2025-06-17 17:42:18,895 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:43:01,494 - train.py - {'step': '5700', 'lr': '0.0002', 'loss': '0.0724963'}
2025-06-17 17:43:01,494 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:43:45,528 - train.py - {'step': '5800', 'lr': '0.0002', 'loss': '0.043491'}
2025-06-17 17:43:45,528 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:44:26,444 - train.py - {'step': '5900', 'lr': '0.0002', 'loss': '0.0567359'}
2025-06-17 17:44:26,445 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:45:09,508 - train.py - {'step': '6000', 'lr': '0.0002', 'loss': '0.054654'}
2025-06-17 17:45:09,508 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:45:52,747 - train.py - {'step': '6100', 'lr': '0.0002', 'loss': '0.059534'}
2025-06-17 17:45:52,748 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:46:35,938 - train.py - {'step': '6200', 'lr': '0.0002', 'loss': '0.0500268'}
2025-06-17 17:46:35,938 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:47:17,317 - train.py - {'step': '6300', 'lr': '0.0002', 'loss': '0.0460267'}
2025-06-17 17:47:17,318 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:48:00,509 - train.py - {'step': '6400', 'lr': '0.0002', 'loss': '0.0455847'}
2025-06-17 17:48:00,510 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:48:43,120 - train.py - {'step': '6500', 'lr': '0.0002', 'loss': '0.0476648'}
2025-06-17 17:48:43,121 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:49:24,851 - train.py - {'step': '6600', 'lr': '0.0002', 'loss': '0.0598679'}
2025-06-17 17:49:24,851 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:50:06,846 - train.py - {'step': '6700', 'lr': '0.0002', 'loss': '0.0497326'}
2025-06-17 17:50:06,847 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:50:49,774 - train.py - {'step': '6800', 'lr': '0.0002', 'loss': '0.0545405'}
2025-06-17 17:50:49,778 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:51:32,573 - train.py - {'step': '6900', 'lr': '0.0002', 'loss': '0.0491713'}
2025-06-17 17:51:32,580 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:52:11,917 - train.py - {'step': '7000', 'lr': '0.0002', 'loss': '0.0487623'}
2025-06-17 17:52:11,917 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:52:56,736 - train.py - {'step': '7100', 'lr': '0.0002', 'loss': '0.0453363'}
2025-06-17 17:52:56,736 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:53:39,592 - train.py - {'step': '7200', 'lr': '0.0002', 'loss': '0.0454803'}
2025-06-17 17:53:39,593 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:54:21,433 - train.py - {'step': '7300', 'lr': '0.0002', 'loss': '0.0481148'}
2025-06-17 17:54:21,434 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:54:57,823 - train.py - {'step': '7400', 'lr': '0.0002', 'loss': '0.0626682'}
2025-06-17 17:54:57,824 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:55:45,798 - train.py - {'step': '7500', 'lr': '0.0002', 'loss': '0.0595841'}
2025-06-17 17:55:45,798 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:56:28,473 - train.py - {'step': '7600', 'lr': '0.0002', 'loss': '0.0593714'}
2025-06-17 17:56:28,473 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:57:10,719 - train.py - {'step': '7700', 'lr': '0.0002', 'loss': '0.0543847'}
2025-06-17 17:57:10,720 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:57:44,044 - train.py - {'step': '7800', 'lr': '0.0002', 'loss': '0.0692684'}
2025-06-17 17:57:44,044 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:58:34,558 - train.py - {'step': '7900', 'lr': '0.0002', 'loss': '0.0540274'}
2025-06-17 17:58:34,558 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 17:59:17,517 - train.py - {'step': '8000', 'lr': '0.0002', 'loss': '0.0415553'}
2025-06-17 17:59:17,517 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:00:01,417 - train.py - {'step': '8100', 'lr': '0.0002', 'loss': '0.053975'}
2025-06-17 18:00:01,417 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:00:42,844 - train.py - {'step': '8200', 'lr': '0.0002', 'loss': '0.0447296'}
2025-06-17 18:00:42,844 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:01:25,331 - train.py - {'step': '8300', 'lr': '0.0002', 'loss': '0.0413273'}
2025-06-17 18:01:25,332 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:02:08,159 - train.py - {'step': '8400', 'lr': '0.0002', 'loss': '0.0423238'}
2025-06-17 18:02:08,159 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:02:50,182 - train.py - {'step': '8500', 'lr': '0.0002', 'loss': '0.0469276'}
2025-06-17 18:02:50,183 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:03:31,736 - train.py - {'step': '8600', 'lr': '0.0002', 'loss': '0.0627241'}
2025-06-17 18:03:31,737 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:04:14,612 - train.py - {'step': '8700', 'lr': '0.0002', 'loss': '0.0561676'}
2025-06-17 18:04:14,612 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:04:57,943 - train.py - {'step': '8800', 'lr': '0.0002', 'loss': '0.040534'}
2025-06-17 18:04:57,943 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:05:41,162 - train.py - {'step': '8900', 'lr': '0.0002', 'loss': '0.0453859'}
2025-06-17 18:05:41,163 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:06:22,649 - train.py - {'step': '9000', 'lr': '0.0002', 'loss': '0.0648888'}
2025-06-17 18:06:22,649 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:07:05,031 - train.py - {'step': '9100', 'lr': '0.0002', 'loss': '0.0522086'}
2025-06-17 18:07:05,031 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:07:47,470 - train.py - {'step': '9200', 'lr': '0.0002', 'loss': '0.05215'}
2025-06-17 18:07:47,470 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:08:30,131 - train.py - {'step': '9300', 'lr': '0.0002', 'loss': '0.0484987'}
2025-06-17 18:08:30,135 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:09:11,090 - train.py - {'step': '9400', 'lr': '0.0002', 'loss': '0.0498631'}
2025-06-17 18:09:11,090 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:09:53,246 - train.py - {'step': '9500', 'lr': '0.0002', 'loss': '0.0393205'}
2025-06-17 18:09:53,246 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:10:36,895 - train.py - {'step': '9600', 'lr': '0.0002', 'loss': '0.0493043'}
2025-06-17 18:10:36,895 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:11:19,442 - train.py - {'step': '9700', 'lr': '0.0002', 'loss': '0.0591953'}
2025-06-17 18:11:19,442 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:12:01,009 - train.py - {'step': '9800', 'lr': '0.0002', 'loss': '0.0490917'}
2025-06-17 18:12:01,009 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:12:44,788 - train.py - {'step': '9900', 'lr': '0.0002', 'loss': '0.0672126'}
2025-06-17 18:12:44,789 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:13:28,582 - train.py - {'step': '10000', 'lr': '0.0002', 'loss': '0.0537282'}
2025-06-17 18:13:28,582 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:14:11,623 - train.py - {'step': '10100', 'lr': '0.0002', 'loss': '0.0606878'}
2025-06-17 18:14:11,627 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:14:53,585 - train.py - {'step': '10200', 'lr': '0.0002', 'loss': '0.0513318'}
2025-06-17 18:14:53,585 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:15:36,153 - train.py - {'step': '10300', 'lr': '0.0002', 'loss': '0.0438043'}
2025-06-17 18:15:36,153 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:16:19,945 - train.py - {'step': '10400', 'lr': '0.0002', 'loss': '0.0541436'}
2025-06-17 18:16:19,949 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:17:02,748 - train.py - {'step': '10500', 'lr': '0.0002', 'loss': '0.0552922'}
2025-06-17 18:17:02,749 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:17:45,519 - train.py - {'step': '10600', 'lr': '0.0002', 'loss': '0.0502825'}
2025-06-17 18:17:45,519 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:18:28,063 - train.py - {'step': '10700', 'lr': '0.0002', 'loss': '0.047837'}
2025-06-17 18:18:28,063 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:19:11,814 - train.py - {'step': '10800', 'lr': '0.0002', 'loss': '0.0416456'}
2025-06-17 18:19:11,814 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:19:50,540 - train.py - {'step': '10900', 'lr': '0.0002', 'loss': '0.0564486'}
2025-06-17 18:19:50,541 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:20:36,254 - train.py - {'step': '11000', 'lr': '0.0002', 'loss': '0.0514252'}
2025-06-17 18:20:36,257 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:21:18,384 - train.py - {'step': '11100', 'lr': '0.0002', 'loss': '0.0473335'}
2025-06-17 18:21:18,384 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:22:01,172 - train.py - {'step': '11200', 'lr': '0.0002', 'loss': '0.0557312'}
2025-06-17 18:22:01,173 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:22:38,189 - train.py - {'step': '11300', 'lr': '0.0002', 'loss': '0.0397815'}
2025-06-17 18:22:38,190 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:23:25,755 - train.py - {'step': '11400', 'lr': '0.0002', 'loss': '0.0537857'}
2025-06-17 18:23:25,756 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:24:09,675 - train.py - {'step': '11500', 'lr': '0.0002', 'loss': '0.0536401'}
2025-06-17 18:24:09,676 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:24:53,347 - train.py - {'step': '11600', 'lr': '0.0002', 'loss': '0.0574444'}
2025-06-17 18:24:53,347 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:25:26,259 - train.py - {'step': '11700', 'lr': '0.0002', 'loss': '0.0569327'}
2025-06-17 18:25:26,259 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:26:17,010 - train.py - {'step': '11800', 'lr': '0.0002', 'loss': '0.0536334'}
2025-06-17 18:26:17,014 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:26:59,993 - train.py - {'step': '11900', 'lr': '0.0002', 'loss': '0.0549968'}
2025-06-17 18:26:59,994 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:27:43,095 - train.py - {'step': '12000', 'lr': '0.0002', 'loss': '0.0455754'}
2025-06-17 18:27:43,095 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:28:25,262 - train.py - {'step': '12100', 'lr': '0.0002', 'loss': '0.0561461'}
2025-06-17 18:28:25,262 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:29:06,897 - train.py - {'step': '12200', 'lr': '0.0002', 'loss': '0.0509932'}
2025-06-17 18:29:06,897 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:29:49,438 - train.py - {'step': '12300', 'lr': '0.0002', 'loss': '0.0529371'}
2025-06-17 18:29:49,438 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:30:32,970 - train.py - {'step': '12400', 'lr': '0.0002', 'loss': '0.0526563'}
2025-06-17 18:30:32,970 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:31:14,324 - train.py - {'step': '12500', 'lr': '0.0002', 'loss': '0.0620759'}
2025-06-17 18:31:14,324 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:31:57,319 - train.py - {'step': '12600', 'lr': '0.0002', 'loss': '0.048887'}
2025-06-17 18:31:57,319 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:32:40,535 - train.py - {'step': '12700', 'lr': '0.0002', 'loss': '0.0663939'}
2025-06-17 18:32:40,536 - train.py - output/cifar10_uvit_mid_2by2
2025-06-17 18:33:23,350 - train.py - {'step': '12800', 'lr': '0.0002', 'loss': '0.0453057'}
