2025-11-05 10:05:28,882 - train_greyscale_FA_MoE.py - ckpt_root: output/acdc_wholeheart_uncond_fa_ec_moe_greyscale_uvit_mid_4by4_l4r9_low8_minmax/ckpts
dataset:
  SNR_scale: 4.0
2025-11-05 10:57:11,261 - train_greyscale_FA_MoE.py - {'step': '1300', 'lr': '5.2e-05', 'total_loss': '0.150903', 'main_loss': '0.150903', 'time_per_step': '2.22182'}
2025-11-05 11:01:00,777 - train_greyscale_FA_MoE.py - {'step': '1400', 'lr': '5.6e-05', 'total_loss': '0.152083', 'main_loss': '0.152083', 'time_per_step': '2.22592'}
2025-11-05 11:04:50,434 - train_greyscale_FA_MoE.py - {'step': '1500', 'lr': '6e-05', 'total_loss': '0.143762', 'main_loss': '0.143762', 'time_per_step': '2.20595'}
2025-11-05 11:08:40,003 - train_greyscale_FA_MoE.py - {'step': '1600', 'lr': '6.4e-05', 'total_loss': '0.141021', 'main_loss': '0.141021', 'time_per_step': '2.22541'}
2025-11-05 11:12:28,834 - train_greyscale_FA_MoE.py - {'step': '1700', 'lr': '6.8e-05', 'total_loss': '0.159786', 'main_loss': '0.159786', 'time_per_step': '2.19978'}
2025-11-05 11:16:18,828 - train_greyscale_FA_MoE.py - {'step': '1800', 'lr': '7.2e-05', 'total_loss': '0.128077', 'main_loss': '0.128077', 'time_per_step': '2.29058'}
2025-11-05 11:20:08,994 - train_greyscale_FA_MoE.py - {'step': '1900', 'lr': '7.6e-05', 'total_loss': '0.128375', 'main_loss': '0.128375', 'time_per_step': '2.326'}
2025-11-05 11:23:58,548 - train_greyscale_FA_MoE.py - {'step': '2000', 'lr': '8e-05', 'total_loss': '0.127461', 'main_loss': '0.127461', 'time_per_step': '2.22623'}
2025-11-05 11:27:47,529 - train_greyscale_FA_MoE.py - {'step': '2100', 'lr': '8.4e-05', 'total_loss': '0.129077', 'main_loss': '0.129077', 'time_per_step': '2.20693'}
2025-11-05 11:31:37,144 - train_greyscale_FA_MoE.py - {'step': '2200', 'lr': '8.8e-05', 'total_loss': '0.135312', 'main_loss': '0.135312', 'time_per_step': '2.20367'}
2025-11-05 11:35:27,022 - train_greyscale_FA_MoE.py - {'step': '2300', 'lr': '9.2e-05', 'total_loss': '0.127903', 'main_loss': '0.127903', 'time_per_step': '2.15106'}
2025-11-05 11:39:17,337 - train_greyscale_FA_MoE.py - {'step': '2400', 'lr': '9.6e-05', 'total_loss': '0.128865', 'main_loss': '0.128865', 'time_per_step': '2.16047'}
2025-11-05 11:43:06,632 - train_greyscale_FA_MoE.py - {'step': '2500', 'lr': '0.0001', 'total_loss': '0.125623', 'main_loss': '0.125623', 'time_per_step': '2.23736'}
2025-11-05 11:46:56,818 - train_greyscale_FA_MoE.py - {'step': '2600', 'lr': '0.000104', 'total_loss': '0.119279', 'main_loss': '0.119279', 'time_per_step': '2.21956'}
2025-11-05 11:50:45,840 - train_greyscale_FA_MoE.py - {'step': '2700', 'lr': '0.000108', 'total_loss': '0.105387', 'main_loss': '0.105387', 'time_per_step': '2.29587'}
2025-11-05 11:54:35,712 - train_greyscale_FA_MoE.py - {'step': '2800', 'lr': '0.000112', 'total_loss': '0.120797', 'main_loss': '0.120797', 'time_per_step': '2.22534'}
2025-11-05 11:58:24,655 - train_greyscale_FA_MoE.py - {'step': '2900', 'lr': '0.000116', 'total_loss': '0.119836', 'main_loss': '0.119836', 'time_per_step': '2.21863'}
2025-11-05 12:02:13,617 - train_greyscale_FA_MoE.py - {'step': '3000', 'lr': '0.00012', 'total_loss': '0.118402', 'main_loss': '0.118402', 'time_per_step': '2.21069'}
2025-11-05 12:06:03,294 - train_greyscale_FA_MoE.py - {'step': '3100', 'lr': '0.000124', 'total_loss': '0.114888', 'main_loss': '0.114888', 'time_per_step': '2.21481'}
2025-11-05 12:09:53,057 - train_greyscale_FA_MoE.py - {'step': '3200', 'lr': '0.000128', 'total_loss': '0.110558', 'main_loss': '0.110558', 'time_per_step': '2.20933'}
2025-11-05 12:13:41,520 - train_greyscale_FA_MoE.py - {'step': '3300', 'lr': '0.000132', 'total_loss': '0.116936', 'main_loss': '0.116936', 'time_per_step': '2.21214'}
2025-11-05 12:17:31,123 - train_greyscale_FA_MoE.py - {'step': '3400', 'lr': '0.000136', 'total_loss': '0.101385', 'main_loss': '0.101385', 'time_per_step': '2.21774'}
2025-11-05 12:21:20,895 - train_greyscale_FA_MoE.py - {'step': '3500', 'lr': '0.00014', 'total_loss': '0.109549', 'main_loss': '0.109549', 'time_per_step': '2.15473'}
2025-11-05 12:25:10,606 - train_greyscale_FA_MoE.py - {'step': '3600', 'lr': '0.000144', 'total_loss': '0.111009', 'main_loss': '0.111009', 'time_per_step': '2.15535'}
2025-11-05 12:28:59,765 - train_greyscale_FA_MoE.py - {'step': '3700', 'lr': '0.000148', 'total_loss': '0.0863232', 'main_loss': '0.0863232', 'time_per_step': '2.23623'}
2025-11-05 12:32:49,148 - train_greyscale_FA_MoE.py - {'step': '3800', 'lr': '0.000152', 'total_loss': '0.107833', 'main_loss': '0.107833', 'time_per_step': '2.27178'}
2025-11-05 12:36:38,982 - train_greyscale_FA_MoE.py - {'step': '3900', 'lr': '0.000156', 'total_loss': '0.092555', 'main_loss': '0.092555', 'time_per_step': '2.21931'}
2025-11-05 12:40:30,130 - train_greyscale_FA_MoE.py - {'step': '4000', 'lr': '0.00016', 'total_loss': '0.0908457', 'main_loss': '0.0908457', 'time_per_step': '2.21236'}
2025-11-05 12:44:19,628 - train_greyscale_FA_MoE.py - {'step': '4100', 'lr': '0.000164', 'total_loss': '0.0971956', 'main_loss': '0.0971956', 'time_per_step': '2.29288'}
2025-11-05 12:48:09,350 - train_greyscale_FA_MoE.py - {'step': '4200', 'lr': '0.000168', 'total_loss': '0.0878501', 'main_loss': '0.0878501', 'time_per_step': '2.27819'}
2025-11-05 12:51:59,249 - train_greyscale_FA_MoE.py - {'step': '4300', 'lr': '0.000172', 'total_loss': '0.089387', 'main_loss': '0.089387', 'time_per_step': '2.22084'}
2025-11-05 12:55:48,901 - train_greyscale_FA_MoE.py - {'step': '4400', 'lr': '0.000176', 'total_loss': '0.0882372', 'main_loss': '0.0882372', 'time_per_step': '2.29405'}
2025-11-05 12:59:38,133 - train_greyscale_FA_MoE.py - {'step': '4500', 'lr': '0.00018', 'total_loss': '0.0864764', 'main_loss': '0.0864764', 'time_per_step': '2.22764'}
2025-11-05 13:03:27,908 - train_greyscale_FA_MoE.py - {'step': '4600', 'lr': '0.000184', 'total_loss': '0.0842264', 'main_loss': '0.0842264', 'time_per_step': '2.21509'}
2025-11-05 13:07:17,570 - train_greyscale_FA_MoE.py - {'step': '4700', 'lr': '0.000188', 'total_loss': '0.0874704', 'main_loss': '0.0874704', 'time_per_step': '2.1501'}
2025-11-05 13:11:06,434 - train_greyscale_FA_MoE.py - {'step': '4800', 'lr': '0.000192', 'total_loss': '0.0829399', 'main_loss': '0.0829399', 'time_per_step': '2.16334'}
2025-11-05 13:14:55,865 - train_greyscale_FA_MoE.py - {'step': '4900', 'lr': '0.000196', 'total_loss': '0.0785117', 'main_loss': '0.0785117', 'time_per_step': '2.23262'}
2025-11-05 13:18:45,582 - train_greyscale_FA_MoE.py - {'step': '5000', 'lr': '0.0002', 'total_loss': '0.0885188', 'main_loss': '0.0885188', 'time_per_step': '2.30738'}
2025-11-05 13:22:35,650 - train_greyscale_FA_MoE.py - {'step': '5100', 'lr': '0.0002', 'total_loss': '0.0831994', 'main_loss': '0.0831994', 'time_per_step': '2.22296'}
2025-11-05 13:26:24,944 - train_greyscale_FA_MoE.py - {'step': '5200', 'lr': '0.0002', 'total_loss': '0.0848273', 'main_loss': '0.0848273', 'time_per_step': '2.21738'}
2025-11-05 13:30:17,266 - train_greyscale_FA_MoE.py - {'step': '5300', 'lr': '0.0002', 'total_loss': '0.0790468', 'main_loss': '0.0790468', 'time_per_step': '2.19323'}
2025-11-05 13:34:05,362 - train_greyscale_FA_MoE.py - {'step': '5400', 'lr': '0.0002', 'total_loss': '0.0760643', 'main_loss': '0.0760643', 'time_per_step': '2.21463'}
2025-11-05 13:37:54,559 - train_greyscale_FA_MoE.py - {'step': '5500', 'lr': '0.0002', 'total_loss': '0.0778487', 'main_loss': '0.0778487', 'time_per_step': '2.21034'}
2025-11-05 13:41:45,582 - train_greyscale_FA_MoE.py - {'step': '5600', 'lr': '0.0002', 'total_loss': '0.0868689', 'main_loss': '0.0868689', 'time_per_step': '2.22036'}
2025-11-05 13:45:35,802 - train_greyscale_FA_MoE.py - {'step': '5700', 'lr': '0.0002', 'total_loss': '0.0802144', 'main_loss': '0.0802144', 'time_per_step': '2.24178'}
2025-11-05 13:49:25,095 - train_greyscale_FA_MoE.py - {'step': '5800', 'lr': '0.0002', 'total_loss': '0.0711408', 'main_loss': '0.0711408', 'time_per_step': '2.23022'}
2025-11-05 13:53:15,953 - train_greyscale_FA_MoE.py - {'step': '5900', 'lr': '0.0002', 'total_loss': '0.0758969', 'main_loss': '0.0758969', 'time_per_step': '2.16363'}
2025-11-05 13:57:06,693 - train_greyscale_FA_MoE.py - {'step': '6000', 'lr': '0.0002', 'total_loss': '0.0864308', 'main_loss': '0.0864308', 'time_per_step': '2.14563'}
2025-11-05 14:01:01,299 - train_greyscale_FA_MoE.py - {'step': '6100', 'lr': '0.0002', 'total_loss': '0.0653046', 'main_loss': '0.0653046', 'time_per_step': '2.23064'}
2025-11-05 14:04:51,176 - train_greyscale_FA_MoE.py - {'step': '6200', 'lr': '0.0002', 'total_loss': '0.0815778', 'main_loss': '0.0815778', 'time_per_step': '2.2337'}
2025-11-05 14:08:42,534 - train_greyscale_FA_MoE.py - {'step': '6300', 'lr': '0.0002', 'total_loss': '0.0779021', 'main_loss': '0.0779021', 'time_per_step': '2.24526'}
2025-11-05 14:12:33,278 - train_greyscale_FA_MoE.py - {'step': '6400', 'lr': '0.0002', 'total_loss': '0.0712834', 'main_loss': '0.0712834', 'time_per_step': '2.24038'}
2025-11-05 14:16:23,639 - train_greyscale_FA_MoE.py - {'step': '6500', 'lr': '0.0002', 'total_loss': '0.0745777', 'main_loss': '0.0745777', 'time_per_step': '2.24015'}
2025-11-05 14:20:13,990 - train_greyscale_FA_MoE.py - {'step': '6600', 'lr': '0.0002', 'total_loss': '0.0720682', 'main_loss': '0.0720682', 'time_per_step': '2.2483'}
2025-11-05 14:24:04,259 - train_greyscale_FA_MoE.py - {'step': '6700', 'lr': '0.0002', 'total_loss': '0.0596579', 'main_loss': '0.0596579', 'time_per_step': '2.242'}
2025-11-05 14:27:55,636 - train_greyscale_FA_MoE.py - {'step': '6800', 'lr': '0.0002', 'total_loss': '0.0761596', 'main_loss': '0.0761596', 'time_per_step': '2.23005'}
2025-11-05 14:31:49,353 - train_greyscale_FA_MoE.py - {'step': '6900', 'lr': '0.0002', 'total_loss': '0.0707149', 'main_loss': '0.0707149', 'time_per_step': '2.32601'}
2025-11-05 14:35:39,492 - train_greyscale_FA_MoE.py - {'step': '7000', 'lr': '0.0002', 'total_loss': '0.073007', 'main_loss': '0.073007', 'time_per_step': '2.24965'}
2025-11-05 14:39:30,594 - train_greyscale_FA_MoE.py - {'step': '7100', 'lr': '0.0002', 'total_loss': '0.0683036', 'main_loss': '0.0683036', 'time_per_step': '2.15488'}
2025-11-05 14:43:21,306 - train_greyscale_FA_MoE.py - {'step': '7200', 'lr': '0.0002', 'total_loss': '0.0726004', 'main_loss': '0.0726004', 'time_per_step': '2.15727'}
2025-11-05 14:47:12,831 - train_greyscale_FA_MoE.py - {'step': '7300', 'lr': '0.0002', 'total_loss': '0.0662441', 'main_loss': '0.0662441', 'time_per_step': '2.23478'}
2025-11-05 14:51:02,785 - train_greyscale_FA_MoE.py - {'step': '7400', 'lr': '0.0002', 'total_loss': '0.0721779', 'main_loss': '0.0721779', 'time_per_step': '2.24973'}
2025-11-05 14:54:55,382 - train_greyscale_FA_MoE.py - {'step': '7500', 'lr': '0.0002', 'total_loss': '0.0583514', 'main_loss': '0.0583514', 'time_per_step': '2.24192'}
2025-11-05 14:58:46,206 - train_greyscale_FA_MoE.py - {'step': '7600', 'lr': '0.0002', 'total_loss': '0.0630055', 'main_loss': '0.0630055', 'time_per_step': '2.23732'}
2025-11-05 15:02:37,381 - train_greyscale_FA_MoE.py - {'step': '7700', 'lr': '0.0002', 'total_loss': '0.0660675', 'main_loss': '0.0660675', 'time_per_step': '2.22699'}
2025-11-05 15:06:30,227 - train_greyscale_FA_MoE.py - {'step': '7800', 'lr': '0.0002', 'total_loss': '0.0615114', 'main_loss': '0.0615114', 'time_per_step': '2.25089'}
2025-11-05 15:10:21,091 - train_greyscale_FA_MoE.py - {'step': '7900', 'lr': '0.0002', 'total_loss': '0.0756102', 'main_loss': '0.0756102', 'time_per_step': '2.22924'}
2025-11-05 15:14:11,626 - train_greyscale_FA_MoE.py - {'step': '8000', 'lr': '0.0002', 'total_loss': '0.0707822', 'main_loss': '0.0707822', 'time_per_step': '2.2438'}
2025-11-05 15:18:02,769 - train_greyscale_FA_MoE.py - {'step': '8100', 'lr': '0.0002', 'total_loss': '0.0599195', 'main_loss': '0.0599195', 'time_per_step': '2.24052'}
2025-11-05 15:21:53,239 - train_greyscale_FA_MoE.py - {'step': '8200', 'lr': '0.0002', 'total_loss': '0.0624664', 'main_loss': '0.0624664', 'time_per_step': '2.24289'}
2025-11-05 15:25:43,490 - train_greyscale_FA_MoE.py - {'step': '8300', 'lr': '0.0002', 'total_loss': '0.0730432', 'main_loss': '0.0730432', 'time_per_step': '2.15216'}
2025-11-05 15:29:34,201 - train_greyscale_FA_MoE.py - {'step': '8400', 'lr': '0.0002', 'total_loss': '0.0698056', 'main_loss': '0.0698056', 'time_per_step': '2.15871'}
2025-11-05 15:33:25,487 - train_greyscale_FA_MoE.py - {'step': '8500', 'lr': '0.0002', 'total_loss': '0.0680441', 'main_loss': '0.0680441', 'time_per_step': '2.23584'}
2025-11-05 15:37:16,854 - train_greyscale_FA_MoE.py - {'step': '8600', 'lr': '0.0002', 'total_loss': '0.0662257', 'main_loss': '0.0662257', 'time_per_step': '2.23341'}
2025-11-05 15:41:07,124 - train_greyscale_FA_MoE.py - {'step': '8700', 'lr': '0.0002', 'total_loss': '0.0679596', 'main_loss': '0.0679596', 'time_per_step': '2.26043'}
2025-11-05 15:44:59,347 - train_greyscale_FA_MoE.py - {'step': '8800', 'lr': '0.0002', 'total_loss': '0.0689365', 'main_loss': '0.0689365', 'time_per_step': '2.2416'}
2025-11-05 15:48:50,714 - train_greyscale_FA_MoE.py - {'step': '8900', 'lr': '0.0002', 'total_loss': '0.0579572', 'main_loss': '0.0579572', 'time_per_step': '2.23398'}
2025-11-05 15:52:42,188 - train_greyscale_FA_MoE.py - {'step': '9000', 'lr': '0.0002', 'total_loss': '0.0489997', 'main_loss': '0.0489997', 'time_per_step': '2.24147'}
2025-11-05 15:56:32,185 - train_greyscale_FA_MoE.py - {'step': '9100', 'lr': '0.0002', 'total_loss': '0.0600791', 'main_loss': '0.0600791', 'time_per_step': '2.2334'}
2025-11-05 16:00:23,198 - train_greyscale_FA_MoE.py - {'step': '9200', 'lr': '0.0002', 'total_loss': '0.0746781', 'main_loss': '0.0746781', 'time_per_step': '2.23234'}
2025-11-05 16:04:14,284 - train_greyscale_FA_MoE.py - {'step': '9300', 'lr': '0.0002', 'total_loss': '0.0659923', 'main_loss': '0.0659923', 'time_per_step': '2.23849'}
2025-11-05 16:08:05,494 - train_greyscale_FA_MoE.py - {'step': '9400', 'lr': '0.0002', 'total_loss': '0.0557232', 'main_loss': '0.0557232', 'time_per_step': '2.25422'}
2025-11-05 16:11:55,367 - train_greyscale_FA_MoE.py - {'step': '9500', 'lr': '0.0002', 'total_loss': '0.0683651', 'main_loss': '0.0683651', 'time_per_step': '2.17869'}
2025-11-05 16:15:45,910 - train_greyscale_FA_MoE.py - {'step': '9600', 'lr': '0.0002', 'total_loss': '0.0636822', 'main_loss': '0.0636822', 'time_per_step': '2.16596'}
2025-11-05 16:19:37,513 - train_greyscale_FA_MoE.py - {'step': '9700', 'lr': '0.0002', 'total_loss': '0.0711588', 'main_loss': '0.0711588', 'time_per_step': '2.25176'}
2025-11-05 16:23:28,927 - train_greyscale_FA_MoE.py - {'step': '9800', 'lr': '0.0002', 'total_loss': '0.0531927', 'main_loss': '0.0531927', 'time_per_step': '2.24551'}
2025-11-05 16:27:18,926 - train_greyscale_FA_MoE.py - {'step': '9900', 'lr': '0.0002', 'total_loss': '0.0590676', 'main_loss': '0.0590676', 'time_per_step': '2.29005'}
2025-11-05 16:31:09,403 - train_greyscale_FA_MoE.py - {'step': '10000', 'lr': '0.0002', 'total_loss': '0.0502126', 'main_loss': '0.0502126', 'time_per_step': '2.26579'}
2025-11-05 16:35:00,131 - train_greyscale_FA_MoE.py - {'step': '10100', 'lr': '0.0002', 'total_loss': '0.0666364', 'main_loss': '0.0666364', 'time_per_step': '2.2426'}
2025-11-05 16:38:50,712 - train_greyscale_FA_MoE.py - {'step': '10200', 'lr': '0.0002', 'total_loss': '0.0647874', 'main_loss': '0.0647874', 'time_per_step': '2.23263'}
2025-11-05 16:42:41,782 - train_greyscale_FA_MoE.py - {'step': '10300', 'lr': '0.0002', 'total_loss': '0.0515304', 'main_loss': '0.0515304', 'time_per_step': '2.25625'}
2025-11-05 16:46:32,782 - train_greyscale_FA_MoE.py - {'step': '10400', 'lr': '0.0002', 'total_loss': '0.0650273', 'main_loss': '0.0650273', 'time_per_step': '2.23739'}
2025-11-05 16:50:23,491 - train_greyscale_FA_MoE.py - {'step': '10500', 'lr': '0.0002', 'total_loss': '0.0545065', 'main_loss': '0.0545065', 'time_per_step': '2.25238'}
2025-11-05 16:54:13,889 - train_greyscale_FA_MoE.py - {'step': '10600', 'lr': '0.0002', 'total_loss': '0.0605471', 'main_loss': '0.0605471', 'time_per_step': '2.26659'}
2025-11-05 16:58:04,101 - train_greyscale_FA_MoE.py - {'step': '10700', 'lr': '0.0002', 'total_loss': '0.0620147', 'main_loss': '0.0620147', 'time_per_step': '2.14769'}
2025-11-05 17:01:54,564 - train_greyscale_FA_MoE.py - {'step': '10800', 'lr': '0.0002', 'total_loss': '0.0637961', 'main_loss': '0.0637961', 'time_per_step': '2.15352'}
2025-11-05 17:05:46,726 - train_greyscale_FA_MoE.py - {'step': '10900', 'lr': '0.0002', 'total_loss': '0.0626783', 'main_loss': '0.0626783', 'time_per_step': '2.24748'}
2025-11-05 17:09:37,242 - train_greyscale_FA_MoE.py - {'step': '11000', 'lr': '0.0002', 'total_loss': '0.0733753', 'main_loss': '0.0733753', 'time_per_step': '2.24534'}
2025-11-05 17:13:28,600 - train_greyscale_FA_MoE.py - {'step': '11100', 'lr': '0.0002', 'total_loss': '0.0539702', 'main_loss': '0.0539702', 'time_per_step': '2.23733'}
2025-11-05 17:17:18,545 - train_greyscale_FA_MoE.py - {'step': '11200', 'lr': '0.0002', 'total_loss': '0.0592409', 'main_loss': '0.0592409', 'time_per_step': '2.30685'}
2025-11-05 17:21:09,562 - train_greyscale_FA_MoE.py - {'step': '11300', 'lr': '0.0002', 'total_loss': '0.0552734', 'main_loss': '0.0552734', 'time_per_step': '2.23664'}
2025-11-05 17:25:00,668 - train_greyscale_FA_MoE.py - {'step': '11400', 'lr': '0.0002', 'total_loss': '0.0631856', 'main_loss': '0.0631856', 'time_per_step': '2.23168'}
2025-11-05 17:28:53,583 - train_greyscale_FA_MoE.py - {'step': '11500', 'lr': '0.0002', 'total_loss': '0.0677415', 'main_loss': '0.0677415', 'time_per_step': '2.2418'}
2025-11-05 17:32:44,192 - train_greyscale_FA_MoE.py - {'step': '11600', 'lr': '0.0002', 'total_loss': '0.0610481', 'main_loss': '0.0610481', 'time_per_step': '2.25682'}
2025-11-05 17:36:34,986 - train_greyscale_FA_MoE.py - {'step': '11700', 'lr': '0.0002', 'total_loss': '0.0577191', 'main_loss': '0.0577191', 'time_per_step': '2.24559'}
2025-11-05 17:40:27,695 - train_greyscale_FA_MoE.py - {'step': '11800', 'lr': '0.0002', 'total_loss': '0.0612968', 'main_loss': '0.0612968', 'time_per_step': '2.23867'}
2025-11-05 17:44:19,459 - train_greyscale_FA_MoE.py - {'step': '11900', 'lr': '0.0002', 'total_loss': '0.0570431', 'main_loss': '0.0570431', 'time_per_step': '2.19923'}
2025-11-05 17:48:09,195 - train_greyscale_FA_MoE.py - {'step': '12000', 'lr': '0.0002', 'total_loss': '0.0613591', 'main_loss': '0.0613591', 'time_per_step': '2.43904'}
2025-11-05 17:52:00,475 - train_greyscale_FA_MoE.py - {'step': '12100', 'lr': '0.0002', 'total_loss': '0.0466618', 'main_loss': '0.0466618', 'time_per_step': '2.23485'}
2025-11-05 17:55:51,109 - train_greyscale_FA_MoE.py - {'step': '12200', 'lr': '0.0002', 'total_loss': '0.0618879', 'main_loss': '0.0618879', 'time_per_step': '2.23878'}
2025-11-05 17:59:42,382 - train_greyscale_FA_MoE.py - {'step': '12300', 'lr': '0.0002', 'total_loss': '0.0555454', 'main_loss': '0.0555454', 'time_per_step': '2.24241'}
2025-11-05 18:03:32,333 - train_greyscale_FA_MoE.py - {'step': '12400', 'lr': '0.0002', 'total_loss': '0.0540981', 'main_loss': '0.0540981', 'time_per_step': '2.26571'}
2025-11-05 18:07:23,550 - train_greyscale_FA_MoE.py - {'step': '12500', 'lr': '0.0002', 'total_loss': '0.0641299', 'main_loss': '0.0641299', 'time_per_step': '2.24141'}
